"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Qatar","QAT","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26925851648.3516","30787179487.1795","",
"Romania","ROU","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28757220000","37915580000","58401000000","71912000000","45745000000","55252000000","68358000000","62749000000","",
"Russian Federation","RUS","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123839000000","163187300000","223083600000","288672700000","183924100000","245679800000","318554800000","335709000000","",
"Rwanda","RWA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363893570.255748","450855103.374894","582997891.921308","890021235.116443","999224364","1083975815.35339","1578901719.24819","1966995667.44678","",
"South Asia","SAS","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182273410282.855","223134229366.866","272073140282.163","374505932592.91","316126518487.25","408661889946.646","535378629179.581","560553156395.403","",
"Saudi Arabia","SAU","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54595369732.0138","63914372925.3684","82594705680.0635","101453610666.667","87077573333.3332","97431136000","119960690666.667","141799154666.666","",
"Sudan","SDN","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945992800","7104688800","7722404800","8229359600","8528005200","8839397166.38888","8127556800","8122679840","",
"Senegal","SEN","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2884445289.5452","3192563732.44932","4153730390.51908","5595342995.38821","4122864297.66454","4082347680.05375","","","",
"Singapore","SGP","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195140884313.993","230326969874.968","254641746133.03","311729174777.495","239236493646.276","305002316328.588","361516950869.487","374865424028.729","",
"Solomon Islands","SLB","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185089309.66075","195681329.599433","261975052.869569","292884905.652149","239193398.602144","360330983.313382","417669701.413583","446107049.56309","",
"Sierra Leone","SLE","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361666544.001644","351185597.039296","395446394.525678","471211772.124359","617504602.085129","880749575.249991","2056029129.67135","2020369927.84748","",
"El Salvador","SLV","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5393500000","6338830000","7534000000","8388810000","6429961015.98921","7495372547.06696","9014786192.89874","9175032208.82682","",
"San Marino","SMR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18369178608.5601","23455492112.1972","15490802478.139","15879530060.4086","19123744398.9152","18270789921.6605","",
"Sub-Saharan Africa (developing only)","SSA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164310407243.534","185199635332.326","225837343750.716","279491446795.111","233581170148.907","278140787520.556","351751264661.754","362330136418.859","",
"South Sudan","SSD","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165560239466.828","186608362118.802","227555182530.243","281617407178.265","235357912584.79","280256474071.929","354426871597.03","365086211871.193","",
"Small states","SST","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38228948841.3664","42363331655.5835","49228186345.2821","59023450360.5355","46930930756.8775","50811859630.1435","63321121988.7629","","",
"Sao Tome and Principe","STP","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41600342.696","59239660.6319999","64866164.424","92153344.128","83763855.3199999","96195918.5203392","115681146.323942","115133685.115906","",
"Suriname","SUR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1189100000","902600000","1044800000","1406700000","1390700000","1397900000","1679077911.47","1760441458.7","",
"Slovak Republic","SVK","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34214373988.9959","44283330953.2779","58714599103.4052","71170357324.8981","54141951747.3292","62945804697.8043","77876537367.1262","76102592936.7156","",
"Slovenia","SVN","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19322800000","22771684810.5003","29330592495.2655","33234607940.5232","23611798593.6166","26033921065.0639","30894666487.1367","27583490573.9133","",
"Sweden","SWE","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110859287232.535","128791914626.02","153844782327.491","170057719156.984","120294243061.643","148081089519.08","177053599942.191","163263761834.971","",
"Swaziland","SWZ","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779914214.70873","1806332937.1307","1934670116.05006","1529254199.50647","1696123536.96953","1953922456.64785","","","",
"Sint Maarten (Dutch part)","SXM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644553773.463636","701765854.745944","104309116.115838","96943857.9512908","57436153.1470187","64719835.0451032","73818722.7519312","70714101.4004984","",
"Syrian Arab Republic","SYR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8742000000","9359000000","12276793013.972","16107236177.2359","13932561663.9356","15875729420.1912","","","",
"Turks and Caicos Islands","TCA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917423746.948045","949066005.562554","1071976566.23165","1307249520.12769","1315164630.52203","1424390011.4195","","","",
"Thailand","THA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105977006335.643","114264541948.905","124609500482.095","157819919430.255","118180314765.168","161932669330.53","202128494357.597","219801361618.428","",
"Tajikistan","TJK","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430925900","1954595800","3115005500","3699037200","2770825400","2836307465.722","3568555720","4382699579","",
"Turkmenistan","TKM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100605233.949535","175665399.872063","310938345.617367","334526964.477971","306258818.722386","373937414.613583","672134866.76352","",
"Tonga","TON","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114474711.628647","115488106.412205","134907481.998643","163423156.763983","139639550.46415","","","","",
"Trinidad and Tobago","TTO","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5709800000","6490800000","7662300000","9551100000","6962600000","6481400000","9478305605.85113","","",
"Tunisia","TUN","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12594481412.0186","14202062320.3922","18023529717.8125","23193680380.3675","18117420525.4485","21005449210.563","22623012537.4407","23101922348.4342","",
"Turkey","TUR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111445000000","134671000000","162213000000","193821000000","134497000000","177315000000","232535000000","228553000000","",
"Tuvalu","TUV","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2997570096.9245","3864107446.87749","4860636641.93869","7012313967.66738","5834146860.70816","7165517770.80826","9827484000","10324879902.5044","",
"Uganda","UGA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745567084.4372","2215576096.15369","2958178295.56831","4042765531.05267","3835242749.5146","4375690952.49038","4996718343.81036","5186739389.11009","",
"Ukraine","UKR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34377000000","42220000000","57753000000","80640000000","42477000000","56896000000","80414000000","86834000000","",
"Upper middle income","UMC","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1679583767165.13","1977832455946.11","2396981914718.34","2899431696314.05","2342467551942.33","3057164700726.38","3779625392027.4","3956081225015.77","",
"Uruguay","URY","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3753258700.36047","4898461244.74567","5645390773.49798","8809677483.43298","6895687745.0165","8557692818.99726","10705072388.1003","12217000623.701","",
"United States","USA","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695821000000","1878194000000","1986348000000","2141287000000","1580025000000","1938950000000","2239991000000","2302713000000","",
"Uzbekistan","UZB","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212390947.407406","237681811.48148","287911115.555554","328679184.814814","293808191.11111","297716849.259258","292283972.222221","314633805.185185","",
"Venezuela, RB","VEN","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24002000000","33547000000","47223000000","51466000000","41165000000","38507000000","46781000000","59305000000","",
"Virgin Islands (U.S.)","VIR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34886189000","42601559000","58999100000","75468000000","64703000000","77373000000","97356000000","104688000000","",
"Vanuatu","VUT","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131146628.013478","147554936.357116","176478580.135396","317770962.96851","187167720.130084","243799272.662521","260037317.119935","253245944.59424","",
"West Bank and Gaza","PSE","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3114276023.72907","3245146572.08767","3683521144.22637","3902662021.33823","4135702167.26634","4318910642.68754","5473915160.10118","","",
"World","WLD","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10082760218944.4","11595594527198.4","13370122342715.6","15479790502134.1","11903102050510.1","14526622565810","17495247047880.6","17607569975164.9","",
"Samoa","WSM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187164399.027969","218855311.771003","227095515.715371","248994143.432172","207861103.246073","279989630.792087","318672633.323841","308429651.302867","",
"Yemen, Rep.","YEM","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4712889913.70084","5926107834.17496","7490276000","9333759722.12384","7867833367.74193","8700480000","8248424000","","",
"South Africa","ZAF","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56541729167.6784","69982634257.2659","81546541333.8349","90532071554.1271","65975153647.3224","81823749265.1647","100402885177.105","102624933948.382","",
"Congo, Dem. Rep.","COD","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160750000","2635800000","3610550000","4554250000","3413400000","4709890000","6454240000","7960788451.59189","",
"Zimbabwe","ZWE","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
