"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Comoros","COM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","150000","","","","","7546566.71700798","3767051.25949985","3266400.3776546","393003.10379242","2506163.33401032","-1446978.12497841","190704.780596669","177714.239994358","889525.017698176","510000","20000","384216.3907","271000","93636.1151","1145914.9949","430423.4793","793760.0367","671354.3691","558643.6839","826176.5366","7681735.9855","4631825.7338","13784107.9799","8342262.1131","23088160.4973","16965442.3133","",
"Cape Verde","CPV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","-8734.17839975295","2786140.59499304","597911.680022201","174023.256534689","252601.216598285","1744334.22803128","450471.753014845","3644068.12685392","2128443.3544658","26180647.1200555","28528007.7360696","11576610.7394555","9039816.27500589","53318559.5158824","33424781.9681074","9112802.24459908","14806643.9573846","39255246.2413713","67591566.4432936","80448834.0611337","131567607.9","191868198","211004655.1","127100653.15957","116213000.7","102224984.149501","74062455.8717816","",
"Costa Rica","CRI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","62500000","48600000","43500000","52600000","69600000","28900000","60700000","55900000","69900000","61000000","80300000","122200000","101300000","162500000","178400000","226000000","246700000","297600000","336900000","426950000","408170000","613080000","619469212","408564447","460378018","659355552","575064883","793834548","861042026","1469089235","1896095297","2078238732","1346502407","1465630464","2155584094","2636186737","",
"South Asia (IFC classification)","CSA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","93939999.995675","115942275.562089","106390140.179946","85414477.6914148","129989482.676767","117051639.26102","157112908.754849","100956960.849831","117253333.385914","90621568.6763785","290429902.042007","414105555.696858","243783333.422403","216191666.711289","79347352.8460591","43155758.8494116","-26018518.5185186","89487037.037037","42805465.2213188","105441525.054466","377119172.113289","526458954.248366","572953464.052288","653763098.186658","935569632.424357","829172787.585981","885228082.009544","1719728567.7725","1614511925.62887","1680714125.92593","1645717835.41725","2002477832.26541","1960696669.66324","2240687732.3948","2334931601.97475","3132557853.95562","3749473255.98","3914059457.61","6464389874.0046","3108814128.44869","2838948468.36426","3433238371.06078","4464585246.2462","",
"Cuba","CUB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70424581.0055866","56932960.8938547","",
"Cayman Islands","CYM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","1830000","2540000","41010000","25720000","75110000","56550000","19560000","97120000","19930000","17520000","668240000","453980000","14280000","104740000","22430000","79460000","49040000","-8540000","27490000","459760000","467070000","50310000","1231710000","3150870000","4354110000","6475830000","7626860000","3922820000","-195890000","-2688560000","9669090000","10221237309.338","14962802000.0855","23218439654.1181","19634184462.3532","20425774949.7627","15874775123.5457","19835794731.7238","4234451029.6049","",
"Cyprus","CYP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","20200000","29600000","36400000","37200000","32400000","18100000","32399852.8125131","41409229.3606028","57026191.229831","70533030.8769439","84973393.7852125","78304678.2724331","71520842.9723067","68357791.4422966","52686514.2461279","57954233.5621669","46319251.9054823","51964617.6382809","62147895.561533","69749822.2137684","126615461.385104","81820990.7445387","107441112.68656","83432989.4040103","75174068.6034487","243136818.613671","233749453.825101","546519214.603176","345398143.229372","813054280.084962","854874285.662108","944742873.957096","1103449726.13198","908147517.991038","1118841808.54652","1161973511.03819","1872392935","2295454940","1015181777","2180419791","70665707.6449571","2078721742.21061","1246948836.37439","",
"Czech Republic","CZE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","654278424.682602","878231739.725255","2567564641.62698","1435279128.15383","1286492873.14104","3700169387.63107","6312596675.96249","4987079129.26384","5640707235.87483","8496609035.7758","2021275745.955","4977795183.34011","11601977305.7926","5521761931","10606063122","6572516198","2868837937","6119064333.96664","2248932509.68589","10580770659.3908","",
"Germany","DEU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1103338754.95766","1897270695.56092","2102302343.34061","2176992344.38363","690496822.87674","1321369937.55211","949983808.586455","1603458933.00764","1732552304.02157","342426421.328753","320000208.365418","760702889.294906","1724036789.1151","529910797.861731","821452291.998567","2241274122.47741","2118621892.29817","1064750344.43056","7013826393.25067","3003918963.2088","4748284117.43115","-2117171191.45652","401340977.28584","7290396144.36025","11985480325.3475","6429188833.9381","12796405656.6205","23635840373.8128","55906671343.5536","210085430607.737","26171197397.8596","53605269463.4485","30933978207.0825","-9802914899.94155","41851299924","55544904907","28859727354","16531192201","36401450615","27991334384.5447","42787029625.9527","27221322304.1601","",
"Djibouti","DJI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2290106.40273237","2290106.40273237","1423579.65575256","1423579.65575256","3218527.9173536","3263542.29382009","3100365.17912908","3173513.54088712","3212901.12029529","3286049.48205333","3392958.62616123","3432346.2055694","14224542.9634089","38543559.8494269","22203341.1920932","108287709.4","195351140.3","227654582.2","96859684.5617569","36501032.52","79000230.6986794","109998255.692912","",
"Dominica","DMA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","80000","","","","4800000","200000","200000","2300000","3000000","5185185.18518518","13518518.5185185","11925925.9259259","17196296.2962963","12888888.8888889","15222222.2222222","20411111.1111111","13200000","22600000","54092592.5925926","17800000","21114814.8148148","6511111.11111111","17955555.5555556","17596296.2962963","17115925.9259259","20110637.037037","31472140.7407408","26173948.1481481","19235559.2592593","25907525.93","40486774.81","56548262.96","42420685.5555556","24341705.03","14192972.5925926","19647797.7777778","",
"Denmark","DNK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","104000000","125000000","164000000","212000000","240000000","266942015.475092","-190295662.759812","75799728.5000125","89464875.4173497","223893245.381989","104119701.030048","99454249.8990494","133850097.285508","60130799.9938145","-15356842.1248586","111103417.555728","163266341.137938","84660817.1227545","503338112.91511","1089565259.94644","1132146349.95012","1552515350.88704","1017385349.25764","1712766177.9681","5006178362.05013","4139423319.68617","773444115.829278","2791671359.18635","6674661469.00367","16847919225.9809","36013297907.195","9286404805.96887","4430703178.95051","1184825159.91313","-8804165491.10019","12834261392.1535","2419919718","11809448518","2191207507","3918212678","-11759662067.1941","13105574238.1879","1269064596.97585","",
"Dominican Republic","DOM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","71600000","65000000","43500000","34500000","53600000","63900000","60000000","71500000","63600000","17100000","92700000","79700000","-1400000","48200000","68500000","36200000","50000000","89000000","106100000","110000000","132800000","145000000","179700000","189300000","206800000","414300000","96500000","420600000","699800000","1337800000","952900000","1079100000","916800000","612990000","909040000","1118400000","1528700000","2252900000","2728400000","1695300000","2094300000","2195800000","3857100000","",
"Algeria","DZA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","80120000","600000","41490000","51000000","358000000","119000000","187000000","178452646.789187","135152172.302668","25692486.0358378","348669038.123928","13207259.3615813","-53569192.6448125","417641.162800209","802668.874073182","397788.2970683","5316528.3778563","3711537.89978504","13018265.0203164","12091646.7968636","334914.564224984","11638686.4524336","30000000","","","","270000000","260000000","606600000","291600000","280100000","1107900000","1065000000","633700000","881900000","1155999999.99995","1841000000","1834000000","2675000000","3053000000.00013","2331000000","2720524257.51319","1601573992.54282","",
"East Asia & Pacific (developing only)","EAP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","222700000","170800000","203415000","347775000","778419254.595406","566412206.093569","649420314.5379","748941449.002825","705872960.126371","698475968.988299","1138936767.27258","2008131439.5714","2402953612.40333","2818960513.36635","2837399466.16136","2948314514.35591","3116051313.45459","3926108367.17496","6739414497.70351","8960724485.04657","10453967894.8529","13339659843.1458","21405535483.2633","38908838226.2465","45558601725.3143","50792216340.1397","58570058115.988","62607008479.8197","57849493326.5633","50492037411.6774","45312828335.5977","49178569708.412","59296465359.1559","59472736691.9984","77757718553.5708","129436076321.748","152929949085.095","196665123298.435","211739139912.108","155103877756.092","291665073867.999","339883652586.668","313800678961.536","",
"East Asia & Pacific (all income levels)","EAS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","1421940143.82621","1598681271.73704","1547717363.30974","1127214671.85003","2785373653.0743","1485904640.03876","2353670443.78411","2502043470.16071","3173309040.40834","3778029442.72312","4876756312.86158","6733676198.3214","7313552237.33118","7754947708.39174","6095437478.02828","8557720002.54762","12394219136.7165","15818474721.9072","21078250398.5456","22425223562.0039","29808929791.2785","27586828005.0128","35592282544.221","51950453191.0769","64705817848.0625","81047985793.7108","81177931141.0851","94776764352.7672","96055409373.3065","120685767442.391","163578426527.351","110155155680.389","107490774081.472","106364746032.436","191844846672.177","179907052818.176","281112999407.42","391438073728.478","384809457104.713","284677384511.647","476512713952.612","570264501633.224","521360409555.482","",
"Europe & Central Asia (developing only)","ECA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","64000000","114000000","10000000","27000000","34000000","75000000","18000000","95000000","55000000","46000000","113000000","99000000","125000000","115000000","354000000","663000000","1241818992.0373","2368041210.2598","2931746702.02739","4923622460.67644","3413014652.4678","8265296686.03775","7178632448.51943","11643339370.8293","11249812650.3829","9945710700.41232","9063108762.95414","14667107211.4405","12878963438.6932","17791461348.8485","30025279842.179","49444205864.4391","86491154980.3288","158814935875.822","165951571161.207","51140880595.5918","23567368958.3363","73837308450.0003","65194144710.535","",
"Europe & Central Asia (all income levels)","ECS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","4093972126.72773","5503563435.79766","6155429235.83906","8996381506.54837","11650214313.7074","9277053268.16897","7401153783.00275","11343060431.8449","12417176969.1599","16477046703.4508","20028470198.8878","15823676173.089","13524690661.6776","15218293616.7416","9524710212.75181","16148340981.402","26259139828.4007","40278780261.8502","56890771985.4997","79407215578.0002","97610709040.9475","75041081083.2854","71719134268.4351","80505621779.4704","84640974627.9222","132084211113.361","127647076425.145","157698696574.712","281900416061.785","413024995895.437","658884335849.677","317463360269.378","333413216104.155","308348501182.654","255539498924.674","812472936149.107","862074868549.141","1248990280725.67","1021515562751.06","496811370638.71","434246838581.178","604429833289.783","423920712936.489","",
"Ecuador","ECU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","-19900000","34500000","48600000","63400000","70000000","60000000","40000000","50000000","50000000","62000000","81000000","123000000","155000000","160000000","126000000","160000000","178000000","473720000","576330000","452480000","499680000","723950000","869980000","648410000","-23439367.9139981","538568575.17","783261009.55","871513414.023619","836939593.895644","493413835.545644","271428852.5","194158526.9","1006330020","321451890.109","166664320.36364","640527358.687903","591323300.856379","",
"Egypt, Arab Rep.","EGY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","104777603.416204","318166137.202863","1216285716.02327","548285715.06898","752571429.646531","293571428.990816","490000000.7","729142857.576871","1177571428.57143","1217428571.42857","947714285.714286","1190000000","1250181818.18182","734000000","253000000","459000000","493000000","1256000000","598000000","636000000","890550000","1076000000","1065300000","1235000000","509900000","646900000","237400000","1253300000","5375600000","10042800000","11578100000","9494600000","6711600000","6385600000","-482700000","2797700000","",
"Euro area","EMU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","2329723311.74809","3440783681.07136","4601615114.10329","5773837484.36964","6560520483.28855","5293536076.26391","4202599300.16269","5973234913.68512","7935252038.06759","9177926285.20574","9467112400.27188","8864942286.8502","7096618490.89544","8768624101.27494","8872247064.9466","9208313745.11741","13176223320.7467","21016367422.2481","31148519723.5684","40244076769.0785","53137374022.3459","45644508467.2854","48927288436.3216","47204126306.869","49158445175.7626","67944345562.3013","69931613780.6307","71753780105.8053","140387838969.943","198679221323.198","422543643797.847","200738683356.351","252063647392.735","219301701285.534","124477639094.944","418674025746.019","395616043031.54","611126353518.293","417516106756.501","317131209066.84","249716782166.542","365457777477.32","200108564333.281","",
"Eritrea","ERI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36701848.9596453","41097917.2317993","148518255.354327","83222078.1431869","27875536.9415808","12131626.4963","22766165.8552","24999786.5611","24103664.8438","1431553.8324","15375609.7561","7206504.065","39000000","91000000","91000000","39000000","73666666.6667","",
"Spain","ESP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","222000000","202000000","268000000","390000000","358000000","682635310.557578","477622019.881708","607674770.017613","1178156262.29804","1396810448.79966","1492697189.6098","1706766879.37235","1782685065.75119","1622388936.13355","1771829759.76171","1967804468.48447","3450598177.3475","4570700793.28042","7020568173.67177","8428379548.62268","13983611812.0265","12492782828.6164","13275723087.2105","9681480382.31084","9215766126.7291","8085535585.28337","9623214731.56096","8937220784.11684","14282263312.4555","18523395457.6575","38835164707.5982","28163625949.3615","39993217336.4126","25606884148.1965","24791557810.2569","30531058334.9647","41428626096.2024","83392538534","77884454330.3994","19427271413.8679","45382074663.4812","32206041139.5528","36161252562.9158","",
"Estonia","EST","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82271988.6444621","162224912.53887","214426829.532783","201489377.942859","150222440.213003","266223909.418108","580524122.692358","305183394.217294","387310291.627957","542494433.003924","284522766.955546","918990576.60876","965817445.193564","3127298002","2212181185","3429043145","1873250285","1866721130","2051885321.21987","521041551.430182","1648454625.63214","",
"Ethiopia","ETH","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","5845410.63084319","","","","","","","","","","","","","","","170000","3500000","17210000","14140000","21930000","288490000","260670000","69980000","134640000","349400000","255000000","465000000","545100000","265111675.482385","545257102.2","222000573","108537544","221459581.4","288271568.250744","626509560.351343","278562822.162861","",
"European Union","EUU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","4029972126.72773","5421108297.29129","6038884434.8933","8792533396.94457","11250850357.8184","8959229035.94673","7029375647.14484","10562034103.0151","11906799799.4299","16013770300.9184","19954987929.6488","15042889623.4373","13012742756.5855","14249234802.9072","8827583031.07327","15203843971.8011","23007767555.07","37673716357.7467","55907790457.8669","74806750295.3967","90402434399.7086","71848416480.7179","68816253506.5209","74212482795.5929","75862416554.4469","120654955995.91","114208232388.894","135807501465.729","259931122652.53","386527371951.209","625635573117.391","294539424747.854","314169731025.516","268367189778.694","218694997581.538","751365227833.359","708016657161.289","1048916386499.2","852874627701.691","360628943625.168","310773791204.572","455428746242.459","295354644842.035","",
"Finland","FIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","18000000","25000000","37000000","13000000","35000000","68270104.6169261","57984170.9085386","48060229.1996462","33797154.8324691","27528009.7492348","27949721.2814738","99646702.7266323","910574.132838519","84470656.84219","136184676.073096","112511585.51363","347666909.438017","264727838.074148","531741374.925324","490175830.765097","812172838.219176","-232904201.903945","396369713.714145","863526070.917892","1495765796.20749","1044126140.65185","1118243130.06727","2128500261.16286","12028620490.4545","4649170220.86788","9125450413.00775","3739441306.60126","8275937526.51948","3472352073.15317","2870776242.19486","10875828408","4631613348","21985038297","19403251043","-8826571048","12226450062","-6008146394.40602","4332194197.96943","",
"Fiji","FJI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","10170587.689665","36334087.8249029","36249750.0550676","36827764.6420869","31946263.9704151","23314315.2854095","21672150.9326871","8032725.26446812","16159396.5014773","31602682.4990823","8764044.94382023","91903054.994401","5150595.62233258","103593446.178703","91193591.8016572","67548877.315803","69542545.6269258","2422860.40048457","15585225.2065042","107005343.556275","-33204290.1567557","591375.114626119","41301661.8470268","30674592.4352293","40313853.1329201","250618684.707101","159640030.902265","370246506.334145","377066313.543796","350160096.334694","140152995.609331","356726878.001894","416719478.108884","267146322.994733","",
"France","FRA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","621212781.7017","525655900.083","656666980.5374","1125479246.6729","1846644387.7063","1563849883.25955","977422843.56405","1896159371.65279","2471468400.48404","2588309412.66379","3282773277.87031","2469631624.9973","1585298782.09975","1725670868.53761","2397989218.95718","2595492779.80055","3255870956.36327","5139716801.65678","8489906284.29328","10303924628.9084","13183285334.811","15152742089.8424","21839501253.074","20754044035.6782","15797125294.9865","23736300874.0228","21971888803.0024","23047924754.756","29518429032.2114","45986859387.4475","42379454823.6831","50342933495.883","49568692710.503","43061946521.5344","32828926514.2162","88784437774","88653513862","93071273731","64105775508","26875154006","39035922875.7727","40832023979.3499","28121826113.7947","",
"Faeroe Islands","FRO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-70790000","0","-220000","-890000","","-230000","","","","40000","590000","16690000","-5300000","600000","10049259.2593","800000","800000","",
"Gabon","GAB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","56546282.4088441","55048465.0520872","31522217.0310211","54575942.0222191","131738211.444365","111844131.911156","8124375.43113784","15091384.2509476","110249347.782176","89806044.8430395","132550733.915725","-30532121.0000975","73457901.590088","-54589233.7944703","126940086.185977","-113715590.728322","-99602903.9968596","-314523680.439374","-489085742.133444","-311296101.194067","146627239.257719","-156621952.171442","-42626420.4158509","-89090817.6993813","38966226.1990475","157986838.289045","319505685.242126","326161877.897877","267805315.5628","269324270.2571","773000000","573000000","499000000","696000000","702406408.2956","",
"United Kingdom","GBR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","1487998811.68415","1771224349.2066","1207963191.18523","2722732319.90587","4373743379.63996","3318535789.63079","3006207709.47437","4426545753.96917","3787370849.09204","6469481160.44532","10122844315.8157","5879375698.17586","5413259759.41739","5178781725.93575","-347322544.78319","5476472897.18803","8569621721.76596","15921475125.2911","22567507453.5579","31650103695.8493","33503670307.7387","16451468251.8211","16558927716.9321","16518190746.1729","10725097716.9569","21731466932.7032","27390452985.1336","37505198184.1461","74651622351.3578","89337010344.9947","122156843233.697","53842147220.8886","25531788976.2913","27612199941.1928","57333717392.4697","253653515574.716","215058926607.084","240539656379.734","261535060283.395","4059411048.47274","61325946152.4703","36243797828.2696","56135851250.8145","",
"Georgia","GEO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242500000","265300000","82300000","131231878.34","109839835.49","160211960.454114","334649090.788013","492329440.023185","453107292.01","1170292393","1877615756","1591300325.17","652921300.1","869115691.22","1084349575.57","831254884.45","",
"Ghana","GHA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","70869954.9990845","-18260969.9999066","19217479.3838501","9696236.56497192","-2800000","15600000","16263751.9999695","16300000","2400000","2000000","5600000","4300000","4700000","5000000","15000000","14800000","20000000","22500000","125000000","233000000","106500000","120000000","81800000","167400000","243700000","165900000","89320000","58930000","136751000","139270000","144970000","636010000","1383177930","2714916343.69978","2372540000","2527350000","3222240000","3294520000","",
"Guinea","GIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","8400000","12850000","15680000","12330000","17860000","38770000","19690000","2720000","210000","769000","23774000","17301000","17810000","63452427","9942000","1677000","30000000","78966000","97900000","105000000","125000000","385900000","381880000","140850000","101350000","956040000","605400000","",
"Gambia, The","GMB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","2003062.25145565","11682437.0637732","280000","2280797.21155963","270000","-400000","-1700000","-500000","-1990000","1477026.69097198","1170485.97392335","14785696.2605695","14120000","9197230.379488","6329113.92405063","11065335.2095802","9722679.11503778","7727641.74414037","10664064.1859729","11666476.0379732","","","","","","18272720.342347","55526254.8298257","53650280.019084","82208102.59","78099786.4902308","78614989.7289696","39447343.7084005","37366207.6789048","36178721.3735906","33524673.5172738","",
"Guinea-Bissau","GNB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","-130000","","40000","","230000","","","","","2290000","1440000","820000","120000","680000","470000","2020000","2090000","5830000","3300000","430000","40000","1030000","11479108.8785","4407138.2079","730876.6134","702270.8631","395613.596288615","3561035.87856828","4005503.68688217","1726341.51869672","8692468.08975684","17887123.56","18768252.52","6627881.12275114","-1346926.017","1469884.46524075","25024053.4389","16226635.9149","",
"Equatorial Guinea","GNQ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","-20000","","","-180000","450000","520000","2170000","2440000","5630000","1680000","500000","890258.9696127","11073778.6647058","41324758.9335023","6018320.15756731","22301675.6350731","16995533.4921224","126924170.672485","376180404.220707","53451528.1778","274768116.7281","154296173.9421","154499589.8738","940741215.6788","323391507.4578","689779766.0014","340914468.516","769146185.1714","469506014.6494","1242731087.2645","-793872332.8234","1636219625.3171","2734000000","1975000000","2115073208.439","",
"Greece","GRC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","50000000","42000000","55000000","62000000","67000000","24000000","305000000","387000000","428000000","613000000","672000000","520000000","436000000","439000000","485000000","447000000","471000000","683000000","907000000","752000000","1005000000","1135000000","1144000000","977000000","981000000","1053000000","1058000000","984000000","","567300000","1083400000","1584999999.99999","53061484.4046494","1331693343.16592","2104990942.15376","689960219.9","5409239581","1957669989","5733408744","2762586782","533530144.307117","1091980638.44175","1663327172.79259","",
"Grenada","GRD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-100000","1400000","","","","1900000","2500000","2800000","4111111.11111111","4481481.48148148","14722222.2222222","14981481.4814815","10481481.4814815","12874074.0740741","15274074.0740741","22581481.4814815","20248148.1481482","19311111.1111111","19977777.7777778","16962962.962963","33500000","48685185.1851852","41551851.8518518","37407407.4074074","58748148.1481481","54488888.8888889","89166666.6666666","65014333.3333333","70157129.6296296","89787148.15","156554796.7","134832583.333333","102556363","60420861.1111111","42648183.7037037","30231435.5555556","",
"Greenland","GRL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","97500000","127200000","117000000","110700000","127100000","77100000","45000000","38000000","61800000","68800000","150200000","329900000","76200000","47700000","90700000","94100000","142500000","65200000","75200000","76900000","84400000","672800000","154600000","229900000","455528171.100864","110616944.84904","131009111.20936","296000000","540000000","635300000","859200000","751100000","696400000","920800000","1139660000","1150030000","",
"Guam","GUM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-1764705.88304498","4020000","588235.294348328","588235.294348328","-1777777.77840988","4433333.33481111","4733333.33491111","4489019.5194584","1810974.26891343","-9000000","4350000","2100000","-2060000","7900000","12340000","146610000","69540000","106690000","74420000","59000000","52000000","44000000","46000000","67100000","56000000","43600000","26100000","30000000","76800000","102400000","152400000","178000000","164000000","198000000","246800000","276124000","",
"High income","HIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","8572089402.27472","10184505051.5304","11228736607.0078","14691173045.276","17086917301.9448","18278450683.2613","14791150745.8182","20622459655.6499","25730015266.8426","33212478690.9916","43900735637.9758","53866983046.8017","43067961712.6786","38182420420.341","48467699562.9723","44297198561.1487","75397881223.2565","118902738706.077","136368351825.342","168047729373.681","174812852451.48","115705368479.036","110456281926.233","149179280301.02","159890733242.527","225530388918.204","250044537798.221","311257318870.24","528432721399.181","808496701065.629","1176417020297.91","572264771566.118","481200571598.23","421694124869.057","519912780959.788","1032258682004.76","1341452621358.68","1843978196094.47","1537936727489.52","848121003149.138","970033326300.923","1141961070093.32","892666387912.67","",
"Hong Kong SAR, China","HKG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14765019796.8669","24577828057.7074","61923897911.7291","23776210098.5029","9681963628.56819","13624438414.9847","34031595118.7491","40963127271","44901793969","62121011424","67035187588","54275707074","82709142976.2978","96135081265.0953","74583716338.0144","",
"Honduras","HND","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","-1149999.99976168","7000000","5250000","8900000","13150000","28200000","5800000","-3600000","13800000","21000000","20450000","27500000","30000000","38650000","48300000","51000000","43500000","52100000","47600000","26700000","34800000","50000000","90900000","121500000","99000000","237300000","381659148.526774","304242923.309031","275167835.069391","402779515.821694","546864270.832465","601059572.180071","717591908.2","966926354.3","1200798087.04613","494497450.5","484836872.572117","1042571020.7703","1067550208.43822","",
