List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants,MarketCapInMillions,International Main Market,FCA Listing Category,
5-Apr-06,IBIS MEDIA VCT 1                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2.64937319,N,Premium,
17-Nov-98,ICAP                               ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,NO,NO,2703.52401865,N,Premium,
5-Feb-13,ICG-LONGBOW SNR SEC UK PRP DEBT INV,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,112.277471875,N,Premium,
2-Jul-12,IDEAGEN PLC                        ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,41.4629175375,N,,
5-Jun-07,IDOX                               ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,139.2641027175,N,,
14-Sep-10,IENERGIZER LTD                     ,2791,Support Services,Business Support Services,GG,AIM,YES,NO,NO,NO,100.22155,N,,
17-Jul-00,IFG GROUP                          ,8775,General Financial,Specialty Finance,IE,Main Market,YES,NO,NO,NO,152.2746629775,Y,Standard,
4-May-05,IG GROUP HLDGS                     ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,NO,NO,2203.52760328,N,Premium,
12-Dec-12,IG SEISMIC SERVICES PLC            ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,CY,Main Market,NO,YES,NO,NO,449.887002116074,Y,Standard,
12-Dec-11,IGAS ENERGY PLC                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,237.0509016,N,,
14-May-10,ILIKA PLC                          ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,65.357666,N,,
25-Apr-02,IMAGE SCAN HLDGS                   ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,AIM,YES,NO,NO,NO,3.4541258675,N,,
15-Dec-06,IMAGINATIK PLC                     ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,2.1290947875,N,,
6-Jul-94,IMAGINATION TECHNOLOGIES GROUP     ,9576,Technology Hardware & Equipment,Semiconductors,GB,Main Market,YES,NO,NO,NO,504.7288038575,N,Premium,
9-Mar-66,IMI                                ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,3515.2597623,N,Premium,
27-Jun-14,IMIMOBILE PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,66.4344415,N,,
12-Dec-03,IMMEDIA GROUP PLC                  ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,2.42198735625,N,,
24-Dec-04,IMMUNODIAGNOSTIC SYSTEMS HLDGS     ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,86.061433675,N,,
17-Feb-06,IMMUPHARMA                         ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,58.516689,N,,
20-Jun-06,IMPACT HLDGS(UK)                   ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,1.37676105,N,,
23-Oct-09,IMPAX ASIAN ENVIRONMENTAL MKTS PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0,N,,
19-Jun-01,IMPAX ASSET MANAGEMENT GROUP PLC   ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,56.795045325,N,,
22-Feb-02,IMPAX ENVIRONMENTAL MARKETS PLC    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,325.55303072,N,Premium,
7-May-08,IMPELLAM GROUP PLC                 ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,202.3150564,N,,
31-Jul-06,IMPERIAL INNOVATIONS GROUP         ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,627.465985125,N,,
1-Oct-96,IMPERIAL TOBACCO GROUP             ,3785,Tobacco,Tobacco,GB,Main Market,YES,NO,NO,NO,25840.35723445,N,Premium,
25-May-12,INCADEA PLC                        ,9537,Software & Computer Services,Software,JE,AIM,YES,NO,NO,NO,67.443168535,N,,
29-May-40,INCH KENNETH KAJANG RUBBER         ,2353,Construction & Materials,Building Materials & Fixtures,GB,Main Market,YES,NO,NO,NO,56.54222,N,Standard,
31-Oct-58,INCHCAPE PLC                       ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,3206.53109795,N,Premium,
8-Feb-08,INCOME & GROWTH VCT PLC(THE)       ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,95.551068625,N,Premium,
18-Oct-00,INDEPENDENT INVESTMENT TRUST(THE)  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,156.50019,N,Premium,
21-Sep-73,INDEPENDENT NEWS & MEDIA           ,5557,Media,Publishing,IE,Main Market,YES,NO,NO,NO,149.517446383959,Y,Premium,
30-Sep-13,INDEPENDENT OIL & GAS PLC          ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,7.81882248,N,,
12-Dec-05,INDEPENDENT RESOURCES              ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,2.891441575,N,,
22-Dec-05,INDIA CAPITAL GROWTH FUND          ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,40.87579642125,N,,
9-May-95,INDIAN HOTELS CO(THE)              ,5753,Travel & Leisure,Hotels,IN,Main Market,NO,YES,NO,NO,3.25359931447181,Y,Standard,
15-Dec-03,INDIGOVISION GROUP                 ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,34.4292221,N,,
14-Dec-01,INDITHERM PLC                      ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,2.04450324,N,,
6-Jun-08,INDUS GAS LTD                      ,533,Oil & Gas Producers,Exploration & Production,GG,AIM,YES,NO,NO,NO,603.8139492,N,,
4-Apr-03,INDUSTRIAL MULTI PROPERTY TRUST PLC,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,SFM,NO,NO,NO,NO,4.3729504,N,Premium,
20-Nov-13,INFINIS ENERGY PLC                 ,7537,Electricity,Alternative Electricity,GB,Main Market,YES,NO,NO,NO,647.4,N,Premium,
30-May-14,INFORMA PLC                        ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,2904.95740769,N,Premium,
17-Jan-08,INFRASTRATA PLC                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,7.58623442375,N,,
3-Mar-11,INFRASTRUCTURE INDIA PLC           ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,81.63204492,N,,
18-Apr-08,INGENIOUS ENTERTAINMENT VCT 1 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0.28808609,N,Premium,
18-Apr-08,INGENIOUS ENTERTAINMENT VCT 2 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0.28808609,N,Premium,
3-Apr-07,INLAND HOMES PLC                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,97.76016738,N,,
20-Dec-12,INLAND ZDP PLC                     ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
22-Jun-05,INMARSAT                           ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,Main Market,YES,NO,NO,NO,3073.030697,N,Premium,
2-Jun-00,INNOVATION GROUP                   ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,316.48596129,N,Premium,
1-Mar-11,INSETCO PLC                        ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,0.7469656316,N,,
10-Sep-13,INSPIRED CAPITAL PLC               ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,33.90842848,N,,
28-Nov-11,INSPIRED ENERGY PLC                ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,46.60499206,N,,
26-Jul-13,INSPIRIT ENERGY HLDGS PLC          ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,7.74276118825,N,,
13-Oct-10,INSTEM PLC                         ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,17.21928519,N,,
22-Apr-05,INTANDEM FILMS                     ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,0,N,,
9-Jul-14,INTELLIGENT ENERGY HLDGS PLC       ,587,Alternative Energy,Alternative Fuels,GB,Main Market,YES,NO,NO,NO,394.8663579,N,Standard,
28-Nov-11,INTER RAO JSC                      ,7575,"Gas, Water & Multiutilities",Multiutilities,RU,Main Market,NO,YES,NO,NO,0,Y,,
11-Apr-07,INTERBULK GROUP PLC                ,2777,Industrial Transportation,Transportation Services,GB,AIM,YES,NO,NO,NO,20.47027679375,N,,
8-Jan-01,INTERCEDE GROUP                    ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,59.94405615,N,,
1-Jul-14,INTERCONTINENTAL HOTELS GROUP      ,5753,Travel & Leisure,Hotels,GB,Main Market,YES,NO,NO,NO,5866.96381728,N,Premium,
1-Jun-94,INTERMEDIATE CAPITAL GROUP         ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,1609.004085027,N,Premium,
6-May-94,INTERNATIONAL BIOTECHNOLOGY TRUST  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,197.7243559,N,Premium,
19-Jul-73,INTERNATIONAL BUS MACH CORP        ,9533,Software & Computer Services,Computer Services,US,Main Market,YES,NO,NO,NO,62344.3576193083,Y,Standard,
24-Jan-11,INTERNATIONAL CONSOLIDATED AIRL GRP,5751,Travel & Leisure,Airlines,ES,Main Market,YES,NO,NO,NO,7537.339427244,Y,Premium,
31-Aug-07,INTERNATIONAL FERRO METALS         ,1757,Industrial Metals,Steel,AU,Main Market,YES,NO,NO,NO,31.88316310485,Y,Premium,
31-Oct-95,INTERNATIONAL GREETINGS            ,3724,Household Goods,Nondurable Household Products,GB,AIM,YES,NO,NO,NO,38.1339532,N,,
19-Dec-13,INTERNATIONAL MINING & INFRAST CORP,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,24.99979166625,N,,
7-Jan-08,INTERNATIONAL OIL & GAS TECHNOLOGY ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,NO,NO,YES,NO,5.88598200684309,N,Standard,
16-Jul-07,INTERNATIONAL PERSONAL FINANCE PLC ,8773,General Financial,Consumer Finance,GB,Main Market,YES,NO,NO,NO,1149.651534458,N,Premium,
9-Nov-06,INTERNATIONAL PUBLIC PARTNERSHIP   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,1188.405007012,N,Premium,
10-Dec-10,INTERNETQ PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,103.5110414,N,,
20-May-05,INTERQUEST GROUP                   ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,41.1407184,N,,
12-Oct-66,INTERSERVE                         ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,923.510300755,N,Premium,
29-May-02,INTERTEK GROUP                     ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,4376.53440994,N,Premium,
6-Oct-06,INTU DEBENTURE PLC                 ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
24-Jun-99,INTU PROPERTIES PLC                ,8672,Real Estate Investment Trusts,Retail REITs,GB,Main Market,YES,NO,NO,NO,4366.849101752,N,Premium,
11-Jul-95,INVESCO ASIA TRUST                 ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,202.123805625,N,Premium,
28-Mar-96,INVESCO INCOME GROWTH TRUST        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,165.3807432,N,Premium,
15-Oct-99,INVESCO PERPETUAL ENHANCED INC LTD ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,82.35646924,N,Premium,
23-Nov-06,INVESCO PERPETUAL SELECT TRUST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,135.5517615925,N,Premium,
8-Mar-88,INVESCO PERPETUAL UK SMLLER CO IT  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,166.01234208,N,Premium,
28-Sep-04,INVESCO PROPERTY INCOME TRUST LTD  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,Main Market,YES,NO,NO,NO,0,N,Premium,
28-Jun-02,INVESTEC INVESTMENT TRUST(GB)      ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
29-Jul-02,INVESTEC PLC                       ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,YES,NO,3500.98104356,N,Premium,
8-Apr-10,INVESTEC STRUCTURED PRD CAL VCT PLC,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,6.24470463,N,Premium,
23-Jul-64,INVESTMENT CO                      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,18.650125315,N,Premium,
1-Mar-07,INVESTORS CAPITAL TRUST PLC        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,187.31423976,N,Premium,
20-Dec-06,INVISTA EUROPEAN REAL ESTATE TRUST ,8633,Real Estate Investment & Services,Real Estate Holding & Development,LU,Main Market,YES,NO,YES,NO,5.3251609545,Y,Premium,
9-May-08,IOFINA PLC                         ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,52.23990318,N,,
19-Apr-00,IOMART GROUP                       ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,214.6217073,N,,
22-Apr-10,IONA ENVIRONMENTAL VCT PLC         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,1.2749039855,N,Premium,
19-Jun-06,IP GROUP                           ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,1031.626649353,N,Premium,
29-Sep-00,IPPLUS PLC                         ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,4.4420131,N,,
20-Sep-05,IPSA GROUP                         ,7535,Electricity,Electricity,GB,AIM,YES,NO,NO,NO,3.35950253125,N,,
30-Sep-03,IQE PLC                            ,9576,Technology Hardware & Equipment,Semiconductors,GB,AIM,YES,NO,NO,NO,101.28187631,N,,
19-Jan-09,IRF EUROPEAN FINANCE INVESTMENTS   ,8775,General Financial,Specialty Finance,BM,SFM,NO,NO,NO,NO,0.257961148143636,N,,
10-Jun-14,IRISH CONTINENTAL GROUP            ,5759,Travel & Leisure,Travel & Tourism,IE,Main Market,YES,NO,NO,NO,401.258210781539,Y,Premium,
4-May-01,IRONVELD PLC                       ,1757,Industrial Metals,Steel,GB,AIM,YES,NO,NO,NO,21.41841165,N,,
30-Jun-98,ISG PLC                            ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,120.67425513,N,,
17-Mar-98,ITE GROUP                          ,5555,Media,Media Agencies,GB,Main Market,YES,NO,NO,NO,423.6473879175,N,Premium,
6-Jun-06,ITHACA ENERGY INC                  ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,189.61921557,N,,
11-Jun-04,ITM POWER                          ,583,Alternative Energy,Renewable Energy Equipment,GB,AIM,YES,NO,NO,NO,36.377441775,N,,
2-Feb-04,ITV                                ,5553,Media,Broadcasting & Entertainment,GB,Main Market,YES,NO,NO,NO,7939.50087525,N,Premium,
15-Oct-13,IXICO PLC                          ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,6.85183681,N,,
30-Jun-05,J P MORGAN PRIVATE EQUITY LTD      ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,YES,NO,228.177778605396,N,Premium,
11-Mar-02,JAMES HALSTEAD                     ,2353,Construction & Materials,Building Materials & Fixtures,GB,AIM,YES,NO,YES,NO,586.16997034,N,,
13-Oct-06,JAPAN RESIDENTIAL INVESTMENT CO LTD,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,122.40377457,N,,
19-Oct-87,JARDINE LLOYD THOMPSON GROUP       ,8534,Nonlife Insurance,Insurance Brokers,GB,Main Market,YES,NO,NO,NO,2080.303462575,N,Premium,
14-May-90,JARDINE MATHESON HLDGS             ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,BM,Main Market,YES,NO,NO,NO,15385.4451667353,Y,Standard,
20-Jun-91,JARDINE STRATEGIC HLDGS            ,2727,General Industrials,Diversified Industrials,BM,Main Market,YES,NO,NO,NO,202.587282435753,Y,Standard,
23-Dec-04,JARVIS SECURITIES                  ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,51.273225,N,,
26-Oct-06,JAYWING PLC                        ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,21.23512086,N,,
22-Oct-96,JD SPORTS FASHION PLC              ,5371,General Retailers,Apparel Retailers,GB,Main Market,YES,NO,NO,NO,899.851379736,N,Premium,
21-Oct-04,JELF GROUP PLC                     ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,106.7626593,N,,
28-Feb-64,JERSEY ELECTRICITY PLC             ,7535,Electricity,Electricity,JE,Main Market,YES,NO,NO,NO,38.994,N,Premium,
14-Jul-14,JIASEN INTL HLDGS LTD              ,3726,Household Goods,Furnishings,VG,AIM,YES,NO,NO,NO,90.02570714,N,,
22-Oct-14,JIMMY CHOO PLC                     ,3765,Personal Goods,Footwear,GB,Main Market,YES,NO,NO,NO,688.152419955,N,Premium,
18-Jul-95,JKX OIL & GAS                      ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,65.5501266,N,Premium,
31-Mar-14,JOHN LAING ENVIRONMENTAL ASSET GRP ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,166.6,N,Premium,
29-Nov-10,JOHN LAING INFRASTRUCTURE FUND LTD ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,1013.809379002,N,Premium,
27-Jan-97,JOHN LEWIS OF HUNGERFORD           ,3726,Household Goods,Furnishings,GB,AIM,YES,NO,NO,NO,2.614437266,N,,
6-Aug-12,JOHNSON MATTHEY                    ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,6290.11301936,N,Premium,
10-Jun-08,JOHNSON SERVICE GROUP PLC          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,160.73738427,N,,
29-Apr-88,JOHNSTON PRESS                     ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,183.5459666025,N,Premium,
29-Aug-08,JOURNEY GROUP PLC                  ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,16.00642472,N,,
19-Oct-93,JP MORGAN CHINESE INVESTMENT TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,130.406524,N,Premium,
20-Oct-55,JP MORGAN JAPANESE INVESTMENT TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,364.5353211825,N,Premium,
8-May-14,JPMORGAN AMERICAN IT               ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,749.046700462,N,Premium,
12-Sep-97,JPMORGAN ASIAN INV TRUST           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,316.3175811925,N,Premium,
26-Apr-10,JPMORGAN BRAZIL INVESTMENT TRUST   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,32.3843864575,N,Premium,
16-Jun-83,JPMORGAN CHASE & CO                ,8355,Banks,Banks,US,Main Market,YES,NO,NO,NO,148506.810210484,Y,Standard,
24-Apr-63,JPMORGAN CLAVERHOUSE IT PLC        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,326.975774525,N,Premium,
24-Nov-99,JPMORGAN ELECT                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,274.286282565,N,Premium,
15-Jul-91,JPMORGAN EMERGING MKTS INV TRUST   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,770.56238134,N,Premium,
23-Jul-14,JPMORGAN EURO SMALL CO TRUST PLC   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,312.28837575,N,Premium,
23-Jun-55,JPMORGAN EUROPEAN INVESTMENT TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,300.59830673875,N,Premium,
11-Jun-13,JPMORGAN GLOBAL CONVERTIBLES INC FD,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,157.03999896,N,Premium,
29-Jul-10,JPMORGAN GLOBAL EMERG MKTS IT PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,217.14965874,N,Premium,
20-Dec-06,JPMORGAN INC & GRWTH INVEST TST PLC,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GB,Main Market,YES,NO,NO,NO,84.459815895,N,Premium,
3-Mar-08,JPMORGAN INCOME & CAPITAL TRUST PLC,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,137.33257189,N,Premium,
26-May-94,JPMORGAN INDIAN INV TRUST          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,494.09087728,N,Premium,
12-Apr-00,JPMORGAN JAPAN SMALLER COS TST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,91.81874964,N,Premium,
30-Jun-72,JPMORGAN MID CAP INV TRUST         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,183.4353988,N,Premium,
23-Oct-68,JPMORGAN OVERSEAS INV TST PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,230.493524555,N,Premium,
20-Dec-02,JPMORGAN RUSSIAN SECURITIES        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,205.72049316,N,Premium,
18-Dec-13,JPMORGAN SENIOR SECURED LOAN FUND  ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,76.33375,N,Premium,
6-Aug-90,JPMORGAN SMALLER COS IT PLC        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,131.78722421,N,Premium,
6-Mar-14,JPMORGAN US SMALLER CO INV TST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,91.047514125,N,Premium,
9-Dec-13,JQW PLC                            ,5377,General Retailers,Specialized Consumer Services,JE,AIM,YES,NO,NO,NO,71.61349667,N,,
24-Nov-10,JUBILANT ENERGY N.V.               ,533,Oil & Gas Producers,Exploration & Production,NL,AIM,YES,NO,NO,NO,46.8345135375,N,,
31-Jul-02,JUBILEE PLATINUM                   ,1779,Mining,Platinum & Precious Metals,GB,AIM,YES,NO,NO,NO,7.208483769,N,,
24-May-05,JUDGES SCIENTIFIC PLC              ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,AIM,YES,NO,NO,NO,76.856518575,N,,
30-Nov-99,JUPITER DIVIDEND & GROWTH TRUST    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,YES,NO,NO,45.565277965,N,Premium,
9-Nov-11,JUPITER ENERGY                     ,533,Oil & Gas Producers,Exploration & Production,AU,AIM,YES,NO,NO,NO,33.3596482275,N,,
20-Nov-00,JUPITER EUROPEAN OPPORTUNITIES TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,342.6386098425,N,Premium,
21-Jun-10,JUPITER FUND MANAGEMENT PLC        ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,1636.734899616,N,Premium,
8-Jun-06,JUPITER GREEN INVESTMENT TRUST     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,33.47321137,N,Premium,
22-Nov-13,JUPITER PRIMADONA GROWTH TRUST     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,64.082165875,N,Premium,
3-Nov-09,JUPITER SECOND SPLIT TRUST         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0,N,Premium,
11-Mar-93,JUPITER US SMALLER COMPANIES PLC   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,138.2466724375,N,Premium,
21-Dec-07,JURIDICA INVESTMENTS LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,159.2890918125,N,,
8-Apr-14,JUST EAT PLC                       ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,1733.61186806,N,Premium,
15-Nov-13,JUST RETIREMENT GROUP PLC          ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,665,N,Premium,
1-Jul-08,JZ CAPITAL PARTNERS LTD            ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,273.403242435,N,,
28-Mar-01,K3 BUSINESS TECHNOLOGY GROUP       ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,69.61352124,N,,
12-Feb-53,KAKUZI                             ,3577,Food Producers,Food Products,KE,Main Market,YES,NO,NO,NO,5.2266664,Y,Standard,
29-Nov-13,KALIBRATE TECHNOLOGIES PLC         ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,34.8892404,N,,
13-Dec-06,KALIMANTAN GOLD CORP LTD           ,1775,Mining,General Mining,BM,AIM,YES,NO,NO,NO,2.871069863,N,,
1-Sep-05,KARELIAN DIAMOND RESOURCES         ,1773,Mining,Diamonds & Gemstones,IE,AIM,YES,NO,NO,NO,4.9427293365,N,,
12-Oct-05,KAZ MINERALS PLC                   ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,1205.594533562,N,Premium,
25-Jul-07,KAZAKHSTAN KAGAZY PLC              ,2723,General Industrials,Containers & Packaging,IM,Main Market,NO,YES,NO,NO,0,N,,
8-Nov-06,KAZKOMMERTSBANK JSC                ,8355,Banks,Banks,KZ,Main Market,NO,YES,NO,NO,128.136941307201,Y,Standard,
5-Oct-06,KAZMUNAIGAS EXPLORATION PRODUCTION ,533,Oil & Gas Producers,Exploration & Production,KZ,Main Market,NO,YES,NO,NO,281.71961388781,Y,Standard,
26-Jun-06,KBC ADVANCED TECHNOLOGIES          ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,GB,AIM,YES,NO,NO,NO,75.0330585,N,,
17-Dec-12,KCELL JSC                          ,6575,Mobile Telecommunications,Mobile Telecommunications,KZ,Main Market,NO,YES,NO,NO,2349.82055950323,Y,Standard,
