List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants,MarketCapInMillions,International Main Market,FCA Listing Category,
2-Aug-06,1PM PLC                            ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,25.61392615,N,,
2-Feb-09,1SPATIAL PLC                       ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,43.0900172025,N,,
15-Apr-05,21ST CENTURY TECHNOLOGY PLC        ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,4.4288883625,N,,
31-Jul-13,24/7 GAMING GROUP HLDGS PLC        ,5752,Travel & Leisure,Gambling,IM,AIM,YES,NO,NO,NO,0,N,,
23-Sep-05,32RED                              ,5752,Travel & Leisure,Gambling,GI,AIM,YES,NO,NO,NO,33.24549858,N,,
18-Jul-94,3I GROUP                           ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,3847.899368313,N,Premium,
13-Mar-07,3I INFRASTRUCTURE PLC              ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,1290.29869848,N,Premium,
14-Jun-11,3LEGS RESOURCES PLC                ,533,Oil & Gas Producers,Exploration & Production,IM,AIM,YES,NO,NO,NO,15.761856625,N,,
18-Feb-14,4D PHARMA PLC                      ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,171.9039927,N,,
5-Nov-53,4IMPRINT GROUP PLC                 ,5555,Media,Media Agencies,GB,Main Market,YES,NO,NO,NO,207.8503354375,N,Premium,
14-Jul-11,600 GROUP                          ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,16.12943226,N,,
10-Jun-14,7DIGITAL GROUP PLC                 ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,25.050466125,N,,
4-Oct-05,888 HLDGS                          ,5752,Travel & Leisure,Gambling,GI,Main Market,YES,NO,NO,NO,447.01819776,Y,Premium,
26-Jun-14,AA PLC                             ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,1854.5150033475,N,Standard,
22-May-13,AB DYNAMICS PLC                    ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,25.8344856,N,,
16-Nov-04,ABBEY PLC                          ,3728,Household Goods,Home Construction,IE,AIM,YES,NO,NO,NO,185.11715,N,,
11-Dec-78,ABBOTT LABORATORIES                ,4537,Health Care Equipment & Services,Medical Supplies,US,Main Market,YES,NO,NO,NO,57859.0353394073,Y,Standard,
3-Nov-05,ABCAM                              ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,792.4075515525,N,,
20-Dec-05,ABERDEEN ASIAN INCOME FUND         ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,391.126043925,N,Premium,
19-Oct-95,ABERDEEN ASIAN SMALLER CO INV TST  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,345.743337225,N,Premium,
28-Mar-91,ABERDEEN ASSET MANAGEMENT PLC      ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,5585.32289406,N,Premium,
1-Oct-98,ABERDEEN JAPAN INVESTMENT TRUST PLC,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,57.62583511,N,Premium,
16-Aug-10,ABERDEEN LATIN AMERICAN INCOME FD  ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,48.7771137875,N,Premium,
3-Sep-13,ABERDEEN NEW DAWN INVESTMENT TST   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,236.83343140625,N,Premium,
22-Dec-89,ABERDEEN NEW THAI INVESTMENT TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,82.749293,N,Premium,
9-Jul-07,ABERDEEN PRIVATE EQUITY FUND LTD   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,92.4886911525,N,Premium,
28-Aug-92,ABERDEEN SMALLER COS HIGH INC TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,40.89825,N,Premium,
6-Aug-90,ABERDEEN UK TRACKER TRUST PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,313.88062141875,N,Premium,
30-Apr-10,ABERFORTH GEARED INCOME TRUST PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,221.2875,N,Premium,
10-Dec-90,ABERFORTH SMALLER COMPANIES TRUST  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,1034.77112112,N,Premium,
4-Nov-10,ABU DHABI ISLAMIC BANK             ,5,Company Bonds,Company Bonds,AE,Main Market,NO,NO,NO,NO,0,Y,Standard,
10-Jul-14,ABZENA LTD                         ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,75.02022066,N,,
28-Mar-94,ACAL                               ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,131.544141905,N,Premium,
28-Jun-05,ACCESS INTELLIGENCE                ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,5.793225725,N,,
24-Apr-02,ACCESSO TECHNOLOGY GRP PLC         ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,113.5179106,N,,
26-Oct-05,ACCSYS TECHNOLOGIES                ,2353,Construction & Materials,Building Materials & Fixtures,GB,AIM,YES,NO,NO,NO,59.127670095,N,,
26-Nov-10,ACCUMULI PLC                       ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,41.3711363,N,,
9-Jul-07,ACENCIA DEBT STRATEGIES LTD        ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,119.194736705,N,Premium,
2-Nov-95,ACER INC                           ,9572,Technology Hardware & Equipment,Computer Hardware,TW,PSM,NO,YES,NO,NO,0,N,Standard,
11-Feb-99,ACORN INCOME FUND                  ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GG,Main Market,YES,NO,NO,NO,57.33689402,N,Premium,
29-Oct-12,ACORN MINERALS PLC                 ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,3.00048105,N,Standard,
12-Aug-08,ACRON JSC                          ,1357,Chemicals,Specialty Chemicals,RU,Main Market,NO,YES,NO,NO,0.601151999976315,Y,Standard,
4-Oct-05,ACTA SPA                           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,IT,AIM,YES,NO,NO,NO,3.4429468365,N,,
23-Dec-13,ACTION HOTELS PLC                  ,5753,Travel & Leisure,Hotels,JE,AIM,YES,NO,NO,NO,95.96417675,N,,
6-Mar-98,ACTIVE ENERGY GROUP PLC            ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,19.26574267,N,,
13-Feb-14,ACTUAL EXPERIENCE PLC              ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,50.0840375,N,,
19-Feb-14,ADAMAS FINANCE ASIA LTD            ,8775,General Financial,Specialty Finance,VG,AIM,YES,NO,NO,NO,87.1408989644666,N,,
26-Jul-05,ADAMS PLC                          ,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,AIM,YES,NO,NO,NO,2.98849526368873,N,,
15-Feb-06,ADEPT TELECOM                      ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,GB,AIM,YES,NO,NO,NO,25.466790195,N,,
28-Sep-04,ADMIRAL GROUP PLC                  ,8534,Nonlife Insurance,Insurance Brokers,GB,Main Market,YES,NO,NO,NO,3622.10647395,N,Premium,
10-Nov-09,ADVANCE DEVELOPING MARKETS FD LTD  ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,331.50925077,N,Premium,
15-Jun-07,ADVANCE FRONTIER MARKETS FUND LTD  ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,108.242575,N,,
27-Aug-08,ADVANCED COMPUTER SOFTWARE GRP PLC ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,467.30824668,N,,
30-Apr-02,ADVANCED MEDICAL SOLUTIONS GROUP   ,4537,Health Care Equipment & Services,Medical Supplies,GB,AIM,YES,NO,NO,NO,241.19026422,N,,
4-Aug-06,ADVANCED ONCOTHERAPY PLC           ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,41.3948675385,N,,
20-Mar-00,ADVFN                              ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,20.30226905,N,,
10-Dec-04,AEC EDUCATION                      ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,1.84424300775,N,,
27-Jul-38,AECI                               ,7,Preference,Preference,ZA,Main Market,NO,NO,YES,NO,0,Y,Standard,
1-May-02,AEOREMA COMMUNICATIONS PLC         ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,4.25350893,N,,
2-Oct-06,AER LINGUS GROUP PLC               ,5751,Travel & Leisure,Airlines,IE,Main Market,YES,NO,NO,NO,600.967952522008,Y,Standard,
26-Jul-10,AFARAK GROUP PLC                   ,1757,Industrial Metals,Steel,FI,Main Market,YES,NO,NO,NO,71.37966935,Y,Premium,
24-Apr-07,AFC ENERGY PLC                     ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,26.425726895,N,,
30-Jun-14,AFH FINANCIAL GROUP PLC            ,8771,General Financial,Asset Managers,GB,AIM,YES,NO,NO,NO,29.07127832,N,,
11-May-07,AFI DEVELOPMENT PLC                ,8733,Real Estate,Real Estate Holding & Development,CY,Main Market,YES,YES,NO,NO,272.756240762896,Y,Premium,
3-Dec-09,AFREN PLC                          ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,839.2295364825,N,Premium,
22-Nov-10,AFRIAG PLC                         ,4535,Health Care Equipment & Services,Medical Equipment,IM,AIM,YES,NO,NO,NO,6.530005065,N,,
17-Apr-14,AFRICA OPPORTUNITY FUND LTD        ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,SFM,NO,NO,NO,NO,87.359126348729,N,,
24-Mar-10,AFRICAN BARRICK GOLD PLC           ,1777,Mining,Gold Mining,GB,Main Market,YES,NO,NO,NO,844.77612794,N,Premium,
30-Jun-06,AFRICAN CONSOLIDATED RESOURCES PLC ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,6.3619413174,N,,
12-Nov-04,AFRICAN COPPER                     ,1755,Industrial Metals,Nonferrous Metals,GB,AIM,YES,NO,NO,NO,7.425531255,N,,
25-Jun-03,AFRICAN EAGLE RESOURCES            ,1755,Industrial Metals,Nonferrous Metals,GB,AIM,YES,NO,NO,NO,0,N,,
10-Feb-05,AFRICAN MINERALS LTD               ,1775,Mining,General Mining,BM,AIM,YES,NO,NO,NO,49.76756715,N,,
22-Feb-13,AFRICAN POTASH LIMITED             ,1775,Mining,General Mining,GG,AIM,YES,NO,NO,NO,6.6967153875,N,,
17-Sep-41,AGA RANGEMASTER GROUP PLC          ,3722,Household Goods,Durable Household Products,GB,Main Market,YES,NO,NO,NO,101.0419864,N,Premium,
18-Jul-14,AGGREGATED MICRO POWER HLDGS PLC   ,7537,Electricity,Alternative Electricity,GB,AIM,YES,NO,NO,NO,27.87853467,N,,
28-May-14,AGGREKO                            ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,3898.1219719,N,Premium,
5-Feb-09,AGRITERRA LTD                      ,3573,Food Producers,Farming & Fishing,GG,AIM,YES,NO,NO,NO,9.7687299976,N,,
15-Dec-04,AIR CHINA                          ,5751,Travel & Leisure,Airlines,CN,Main Market,YES,NO,NO,NO,0,Y,Standard,
23-Nov-95,AIR PARTNER PLC                    ,5751,Travel & Leisure,Airlines,GB,Main Market,YES,NO,NO,NO,26.5189362825,N,Premium,
21-Dec-05,AIREA PLC                          ,3726,Household Goods,Furnishings,GB,AIM,YES,NO,NO,NO,5.4334884625,N,,
22-May-02,AKERS BIOSCIENCES INC              ,4537,Health Care Equipment & Services,Medical Supplies,US,AIM,YES,NO,NO,NO,5.069472,N,,
26-Jun-13,AL NOOR HOSPITALS GROUP PLC        ,4533,Health Care Equipment & Services,Health Care Providers,GB,Main Market,YES,NO,NO,NO,1190.86660857,N,Premium,
4-Apr-05,ALBA MINERAL RESOURCES             ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,2.925352395,N,,
27-Jan-99,ALBION DEVELOPMENT VCT PLC         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,35.258182,N,Premium,
5-Apr-07,ALBION ENTERPRISE VCT PLC          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,33.4036669,N,Premium,
17-Jan-01,ALBION TECHNOLOGY & GENERAL VCT PLC,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,58.9836285625,N,Premium,
4-Apr-96,ALBION VENTURE CAPITAL TST PLC     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,32.55091356,N,Premium,
6-Mar-12,ALCENTRA EUROPEAN FLTG RTE INC FD  ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,203.55611794,N,Premium,
3-Aug-06,ALECTO MINERALS PLC                ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,6.1880883075,N,,
19-Dec-12,ALENT PLC                          ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,900.27562768,N,Premium,
4-Apr-05,ALEXANDER MINING                   ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,4.21544675,N,,
19-Sep-03,ALKANE ENERGY                      ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,43.602839835,N,,
2-May-13,ALL ASIA ASSET CAP LTD             ,8777,General Financial,Investment Services,VG,AIM,YES,NO,NO,NO,45.12013048,N,,
1-Oct-07,ALL LEISURE GROUP PLC              ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,17.597261445,N,,
11-Oct-04,ALLERGY THERAPEUTICS               ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,78.41852074125,N,,
23-Dec-03,ALLIANCE PHARMA                    ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,84.8328554675,N,,
17-Jul-47,ALLIANCE TRUST                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2564.648527688,N,Premium,
4-Dec-95,ALLIANZ TECHNOLOGY TRUST PLC       ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,137.327227665,N,Premium,
25-Jun-14,ALLIED MINDS LTD                   ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,570.552298825,N,Premium,
16-May-02,ALLOCATE SOFTWARE PLC              ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,103.06960624,N,,
9-Jun-99,ALPHA BANK A E                     ,8355,Banks,Banks,GR,Main Market,NO,YES,NO,NO,0,Y,Standard,
29-Nov-05,ALPHA PYRENEES TRUST               ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,2.312,N,Standard,
23-Mar-12,ALPHA REAL TRUST LTD               ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,SFM,NO,NO,NO,NO,22.72202205,N,,
17-Dec-04,ALPHA RETURNS GRP PLC              ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,22.8795183175,N,,
25-Mar-04,ALTERNATIVE ASSET OPPORTUNITIES    ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GG,Main Market,YES,NO,NO,NO,27.54,N,Premium,
2-Jun-10,ALTERNATIVE ENERGY LTD             ,583,Alternative Energy,Renewable Energy Equipment,SG,AIM,YES,NO,NO,NO,0,N,,
18-Feb-05,ALTERNATIVE NETWORKS               ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,GB,AIM,YES,NO,NO,NO,212.833032795,N,,
31-Dec-01,ALTIN AG                           ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,CH,Main Market,YES,NO,NO,NO,132.020547604548,Y,Standard,
7-Nov-05,ALTITUDE GROUP PLC                 ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,5.6643571125,N,,
10-Mar-05,ALTONA ENERGY PLC                  ,1771,Mining,Coal,GB,AIM,YES,NO,NO,NO,7.01656853,N,,
30-Jun-09,ALTUS RESOURCE CAPITAL LTD         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,26.8107084,N,,
30-May-86,ALUMASC GROUP                      ,2353,Construction & Materials,Building Materials & Fixtures,GB,Main Market,YES,NO,NO,NO,45.50963212,N,Premium,
30-Nov-10,ALUMINIUM BAHRAIN BSC              ,1753,Industrial Metals,Aluminum,BH,Main Market,NO,YES,NO,NO,229.18919999097,Y,Standard,
15-Dec-04,AMARA MINING PLC                   ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,57.98269450875,N,,
3-Aug-04,AMATI VCT 2 PLC                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,33.47498775,N,Premium,
29-Mar-05,AMATI VCT PLC                      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,42.45020291,N,Premium,
19-Feb-99,AMBRIAN PLC                        ,1755,Industrial Metals,Nonferrous Metals,GB,AIM,YES,NO,NO,NO,11.487573625,N,,
23-Dec-82,AMEC PLC                           ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,GB,Main Market,YES,NO,NO,NO,3130.5705184,N,Premium,
25-Nov-04,AMEDEO RESOURCES PLC               ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,18.7759591615,N,,
5-Dec-11,AMERICAN MEDICAL INTERNATIONAL INC ,6,Debentures & Loans,Debentures & Loans,US,Main Market,NO,NO,YES,NO,0,Y,Standard,
16-Nov-04,AMERISUR RESOURCES PLC             ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,552.888237895,N,,
5-Dec-05,AMIAD WATER SYSTEMS LTD            ,2757,Industrial Engineering,Industrial Machinery,IL,AIM,YES,NO,NO,NO,45.9259614,N,,
6-Jul-95,AMINEX                             ,533,Oil & Gas Producers,Exploration & Production,IE,Main Market,YES,NO,NO,NO,36.536776038,Y,Premium,
9-Jun-04,AMINO TECHNOLOGIES                 ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,AIM,YES,NO,NO,NO,55.023195,N,,
28-Sep-98,AMLIN                              ,8536,Nonlife Insurance,Property & Casualty Insurance,GB,Main Market,YES,NO,NO,NO,2312.538405012,N,Premium,
23-Aug-05,AMPHION INNOVATIONS PLC            ,8775,General Financial,Specialty Finance,IM,AIM,YES,NO,NO,NO,2.77080425625,N,,
25-Nov-04,AMTEK AUTO                         ,3355,Automobiles & Parts,Auto Parts,IN,Main Market,NO,YES,NO,NO,0,Y,Standard,
15-Mar-06,AMUR MINERALS CORP                 ,1775,Mining,General Mining,VG,AIM,YES,NO,NO,NO,22.3355090175,N,,
10-Oct-91,ANA HLDGS INC                      ,5751,Travel & Leisure,Airlines,JP,Main Market,YES,YES,NO,NO,4546.78004816188,Y,Standard,
2-Oct-07,ANDES ENERGIA PLC                  ,7535,Electricity,Electricity,GB,AIM,YES,NO,NO,NO,234.3661002275,N,,
24-Dec-01,ANDREWS SYKES GROUP                ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,138.40831855,N,,
17-Mar-04,ANGLE PLC                          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,34.9148780925,N,,
6-Jun-88,ANGLESEY MINING                    ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,4.81824153,N,Premium,
24-May-99,ANGLO AMERICAN                     ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,18502.95109578,N,Premium,
29-Jul-05,ANGLO ASIAN MINING PLC             ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,10.60997734,N,,
30-Dec-96,ANGLO PACIFIC GROUP                ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,152.7693423,N,Premium,
24-Apr-85,ANGLO-EASTERN PLANTATIONS          ,3573,Food Producers,Farming & Fishing,GB,Main Market,YES,NO,NO,NO,257.04742896,N,Premium,
15-Jan-08,ANIMALCARE GROUP PLC               ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,27.45131724,N,,
19-Apr-84,ANITE PLC                          ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,261.085128825,N,Premium,
28-Nov-06,ANPARIO PLC                        ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,49.93943409,N,,
5-Jul-82,ANTOFAGASTA                        ,1775,Mining,General Mining,GB,Main Market,YES,NO,YES,NO,6925.643282375,N,Premium,
30-Jul-03,ANTRIM ENERGY INC                  ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,6.0037575,N,,
13-Dec-96,AO TATNEFT                         ,537,Oil & Gas Producers,Integrated Oil & Gas,RU,Main Market,NO,YES,NO,NO,8101.67967183979,Y,Standard,
3-Mar-14,AO WORLD PLC                       ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,698.526314829,N,Premium,
18-Dec-02,AORTECH INTERNATIONAL              ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,1.54717376,N,,
12-Nov-02,APC TECHNOLOGY GROUP PLC           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,18.14966901,N,,
12-Feb-08,API GROUP                          ,2723,General Industrials,Containers & Packaging,GB,AIM,YES,NO,NO,NO,39.333724125,N,,
20-Nov-13,APPLIED GRAPHENE MATERIALS PLC     ,1357,Chemicals,Specialty Chemicals,GB,AIM,YES,NO,NO,NO,47.954123575,N,,
9-Feb-10,APR ENERGY PLC                     ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,339.7817328575,N,Standard,
20-Mar-06,AQUA BOUNTY TECHNOLOGIES INC       ,4573,Pharmaceuticals & Biotechnology,Biotechnology,US,AIM,YES,NO,NO,NO,22.32165199,N,,
17-Jul-02,AQUARIUS PLATINUM LIMITED          ,1779,Mining,Platinum & Precious Metals,BM,Main Market,YES,NO,NO,NO,165.92626053,Y,Premium,
3-Dec-97,ARAB INSURANCE GROUP(ARIG)         ,8538,Nonlife Insurance,Reinsurance,BH,Main Market,NO,YES,NO,NO,0,Y,Standard,
15-Dec-97,ARAB POTASH CO                     ,1353,Chemicals,Commodity Chemicals,JO,Main Market,NO,YES,NO,NO,0,Y,Standard,
27-Jun-05,ARBUTHNOT BANKING GROUP PLC        ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,183.351864,N,,
26-Jun-06,ARC CAPITAL HLDGS LTD              ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,28.2152941031553,N,,
4-Dec-00,ARCONTECH GROUP PLC                ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,2.9956521621,N,,
19-Jul-06,ARDEN PARTNERS PLC                 ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,10.36932864,N,,
18-Nov-08,ARGO GROUP LTD                     ,8775,General Financial,Specialty Finance,IM,AIM,YES,NO,NO,NO,8.76570422,N,,
29-Jul-10,ARGOS RESOURCES LTD                ,533,Oil & Gas Producers,Exploration & Production,FK,AIM,YES,NO,NO,NO,21.338800275,N,,
25-May-06,ARIAN SILVER CORP                  ,1779,Mining,Platinum & Precious Metals,VG,AIM,YES,NO,NO,NO,11.00562705,N,,
28-Jul-05,ARIANA RESOURCES                   ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,5.97379930425,N,,
8-Mar-04,ARK THERAPEUTICS GROUP             ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,Main Market,YES,NO,NO,NO,0,N,,
24-Apr-98,ARM HLDGS                          ,9576,Technology Hardware & Equipment,Semiconductors,GB,Main Market,YES,NO,NO,NO,11995.83637,N,Premium,
13-Feb-06,ARMADALE CAPITAL PLC               ,7577,"Gas, Water & Multiutilities",Water,GB,AIM,YES,NO,NO,NO,3.0647934636,N,,
31-Dec-07,ARMOR DESIGNS INC                  ,2717,Aerospace & Defence,Defence,US,AIM,YES,NO,NO,NO,0,N,,
2-Jul-02,ARMOUR GROUP                       ,3743,Leisure Goods,Consumer Electronics,GB,AIM,YES,NO,NO,NO,4.36731732,N,,
20-Sep-06,ARMSTRONG VENTURES PLC             ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,AIM,YES,NO,NO,NO,0.57780415,N,,
5-Dec-13,ARRIA NLG PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,YES,49.104376055,N,,
12-Sep-13,ARRICANO REAL ESTATE PLC           ,8633,Real Estate Investment & Services,Real Estate Holding & Development,CY,AIM,YES,NO,NO,NO,156.820076750616,N,,
11-Oct-13,ARROW GLOBAL GRP PLC               ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,443.94732117,N,Premium,
16-Oct-98,ARTEMIS ALPHA TRUST                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,130.647730605,N,Premium,
14-Dec-04,ARTEMIS VCT PLC                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,36.74447465,N,Premium,
8-Jan-07,ARTILIUM PLC                       ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,13.38676135125,N,,
10-Nov-04,ASCENT RESOURCES                   ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,5.333548512,N,,
5-Apr-07,ASEANA PROPERTIES LTD              ,8733,Real Estate,Real Estate Holding & Development,JE,Main Market,YES,NO,NO,NO,59.746524747646,N,Standard,
23-Sep-05,ASHCOURT ROWAN PLC                 ,8771,General Financial,Asset Managers,GB,AIM,YES,NO,NO,NO,62.1067405,N,,
15-Jan-07,ASHLEY HOUSE PLC                   ,2357,Construction & Materials,Heavy Construction,GB,AIM,YES,NO,NO,NO,5.098205525,N,,
5-Dec-85,ASHLEY(LAURA)HLDGS                 ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,200.5191012,N,Premium,
8-Aug-14,ASHMORE GLOBAL OPPORTUNITIES LTD   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,2.46047474841255,N,Premium,
17-Oct-06,ASHMORE GROUP PLC                  ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,2253.688698978,N,Premium,
22-Mar-95,ASHOK LEYLAND                      ,2753,Industrial Engineering,Commercial Vehicles & Trucks,IN,PSM,NO,YES,NO,NO,0,N,Standard,
6-Dec-85,ASHPOL                             ,7,Preference,Preference,GB,PSM,NO,NO,YES,NO,0,N,Standard,
