"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"BX.GSR.MRCH.CD","Goods exports (BoP, current US$)","Goods exports refer to all movable goods (including nonmonetary gold and net exports of goods under merchanting) involved in a change of ownership from residents to nonresidents. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
