"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Haiti","HTI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459620000","495180000","522080000","490200000","551000000","563380000","768090000","784970000","",
"Hungary","HUN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58646121599.2155","70187887612.8927","89603470549.1938","103158357284.389","77819496282.5758","88459584002.8287","98829372926.3217","90234424707.0681","",
"Indonesia","IDN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81682382907.4212","98250972777.3193","111302680000","132209281279.356","113266438145.815","149965835842.183","191108685973.786","187346549960.437","",
"Isle of Man","IMN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102403079760.161","123876214466.49","153529580289.601","199065097558.44","167957671240.178","230967060094.885","307847488405.908","298320584199.861","",
"Not classified","INX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107764565771.335","111171452009.271","127364588086.19","129849033207.498","118214679307.355","118791989495.778","127471447413.039","119320843087.612","",
"Iran, Islamic Rep.","IRN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23697400000","30529400000","39587000000","63728200000","39429300000","51760300000","79684000000","94207000000","",
"Iceland","ISL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3107373042.77773","3476998627.09473","4793470747.11619","5398941402.569","4050834245.0831","4603431164.54382","5343615540.0705","5060251135.27608","",
"Israel","ISR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40375600000","43492400000","50758200000","58011400000","46804900000","56413400000","64293900000","62320600000","",
"Italy","ITA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358592407625.765","401717558290.231","481639360463.018","525820880246.078","392285415406.771","430808769818.88","503078539140.237","478932047474.521","",
"Jamaica","JAM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1664320000","2133613000","2362580537","2743891963.55","1387723875","1370358548.73503","1666090336.07224","1746705226.18847","",
"Jordan","JOR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4301410437.23554","5204372355.43017","5731454731.09449","7937108746.60853","6375098591.5493","7028309859.15493","8006338028.16901","7886619718.30986","",
"Japan","JPN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570981957373.975","619219372407.489","680623001131.026","749117909760.213","548145189337.789","735436367446.34","789951046111.782","776640283929.436","",
"Kazakhstan","KAZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28299206134.7999","38761445625.9899","48349808429.08","71966473655.6499","43923391624.0999","61391673077.4899","87515020963.71","92065918191.07","",
"Kenya","KEN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3459469536.43895","3509011371.88386","4123210762.20089","5028644477.88798","4492093090.78149","5210877279.49503","5791757465.5382","6164650479.43599","",
"Kyrgyz Republic","KGZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686837029.761811","905995141.755812","1337838494.76181","1874366597.76181","1693835674.76181","1778700557.76181","2266961620.7618","1920621743.76181","",
"Cambodia","KHM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2907982185.75998","3692382884.71565","3247780957.3525","3493099141.28646","2995715134.72935","3884326301.71731","5219456471.57618","6015688295.64389","",
"Kiribati","KIR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63442088.5185185","58215032.2222222","57527000","68868853.3333332","37437190.7407407","57902102.2222222","67986904.4444444","68563499.6296295","",
"Korea, Rep.","KOR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289872900000","336494500000","389568500000","434651500000","358189700000","461444900000","551765400000","552708500000","",
"Kosovo","KSV","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79624556.1110281","123594882.510305","181550934.423705","175671052.091838","243012332.072228","394921608.561183","441239958.228657","362073110.120948","",
"Kuwait","KWT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45302739726.0273","56453281105.3007","62526133847.2263","86943577754.8771","54422928657.7817","67130418934.5958","102945758261.349","119275233052.893","",
"Latin America & Caribbean (developing only)","LAC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","514413359344.594","605472154661.383","682501612464.194","803189117873.638","624038730611.501","792006614753.889","990314044653.234","1009972418273.67","",
"Lao PDR","LAO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","553078978.120548","882027566.45","922692491.064419","1091908594.01958","1052675939.22059","1746404988.34642","1853978325.61862","2270674372.60952","",
"Lebanon","LBN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2360965475.16764","2813853868.05999","3574280000","4453620000","4187106636.11999","4688709890.82999","5385530519.01286","5615335710.65999","",
"Liberia","LBR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132262819.564833","154635563.149237","196199317.185757","248964160.758013","179972167.619739","241210181.476992","645658563.835944","","",
"Libya","LBY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28849000000","37473000000","46929000000","61950100000","37055000000","48935000000","19060000000","61026100000","",
"St. Lucia","LCA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88766251.8518518","96641362.2222221","101212971.851852","172468942.222222","191317649.62963","238888159.62963","191485185.185184","190092579.259258","",
"Latin America & Caribbean (all income levels)","LCN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","642018388956.443","769121788927.773","865993546388.183","1007535651957.78","779737255334.662","987036067955.609","1231324966218.27","1246547166210.92","",
"Least developed countries: UN classification","LDC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82825047360.0869","104314743252.856","129176573882.423","170084141247.943","130681204951.919","165674858375.506","202851596162.597","207402030002.011","",
"Low income","LIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42495593028.2466","51221030233.5307","57735676556.4528","70308849597.3103","66135937401.828","79501611663.1496","96849513866.4051","104965703960.214","",
"Liechtenstein","LIE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6346727000","6882600000","7639900000","8110600000","7084500000","8625820000","10558820000","9773529592.37795","",
"Lower middle income","LMC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452007191066.334","532534247887.081","626798087065.319","784522980102.406","627434070997.727","819876596325.889","1044578544392.66","1054561411033.3","",
"Low & middle income","LMY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416023663901.23","2922469591741.86","3533518933069.7","4294364973486.15","3400110739231.63","4370803705569.73","5372880655257.51","5647209155261.88","",
"Lesotho","LSO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634295930.387434","718187833.579092","829703233.293866","884045830.392493","734145630.020601","877656595.602988","1174791344.07216","972355680.313474","",
"Lithuania","LTU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10900800992.4216","13147828039.202","15783460552.339","22462117278.9249","15418832488.2971","19678429600.0946","27029042069.4178","28770777234.1011","",
"Luxembourg","LUX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14515434048.388","16343474401.4934","18156001629.3899","20780267930.9762","14874130428.1826","16100226980.725","18933625891.0906","15885580105.6585","",
"Latvia","LVA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4762700000","5565900000","7683900000","9025300000","6987000000","8776500000","11498800000","12346000000","",
"Macao SAR, China","MAC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2474495092.85465","2557202875.31241","2542426755.37271","2092986277.54676","1086242764.43095","1040210899.89649","1110685034.58275","1383775192.1544","",
"St. Martin (French part)","MAF","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7328056003.52155","8038370872.42961","9884669614.54866","15252247953.8603","9166096929.49935","12309393305.9818","15945764696.1944","16992006044.6217","",
"Monaco","MCO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","886100000","786950000","1026000000","1179730000","929820000","1175010000","1748960000","1697300000","",
"Madagascar","MDG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351904197.5","","","","","","","","",
"Maldives","MDV","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161637204.420953","225246511.26774","226956110.449804","331382361.070815","169042040.132295","197500739.115292","346378682.091701","329750868.23569","",
"Middle East & North Africa (all income levels)","MEA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650673255012.691","771973396635.232","881990092752.534","1182453311994.22","764604775535.627","965725343558.448","1256765741544.71","1408707198998.58","",
"Mexico","MEX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214632859400","250319042626","272292996548","291886299716.887","229975037437.131","298859822179.825","349945703452.624","371377720318.549","",
"Marshall Islands","MHL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2373772709752.97","2871507721303.45","3475248406622.31","4223434814961.85","3335521742249.07","4292216451917.74","5276907159085.45","5544337583347.8","",
"Macedonia, FYR","MKD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1406720901.3","1787983710","2558722054","2996390236","1891910613","2618681150.19999","3339321420.19999","2960412320.30681","",
"Mali","MLI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100868380.17086","1550239687.27062","1555695130.74668","2095667677.73817","1772228496.21948","2052594721.17747","","","",
"Malta","MLT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2544485397.94815","3227468597.80818","3657385270.09109","3651218556.36612","2814888809.38285","3365488176.74062","3970675360.50404","4094339307.47981","",
"Myanmar","MMR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3502320472.31266","4221698958.20091","5402494811.76368","5905367870.45539","5903449906.03201","7334734734.75802","7699035580.07335","","",
"Middle East & North Africa (developing only)","MNA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210690852765.985","256941616356.366","306219322888.205","415741896569.382","266804059596.935","331446065563.156","366521441923.166","447578696072.864","",
"Montenegro","MNE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648445440.069785","623054200.059494","383451618.296356","449068854.135905","653931219.677096","498566037.965744","",
"Mongolia","MNG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1068620000","1545200000","1950708800","2508571326.05606","1880866790.66512","2907879726.65999","4816419598.578","4381480679.28899","",
"Northern Mariana Islands","MNP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745256186.74837","2381131626.05861","2412120000","2653259647.72687","2147183334.65897","2333250120.26911","3118274486.78355","3855505245.85493","",
"Mauritania","MRT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2138353971.26309","2328840080.89031","2237898295.05213","2383940827.25841","1938533432.76545","2261494860.83246","2564999784.17681","2672847312.85055","",
"Malawi","MWI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541369662.927119","721024779.064584","803226246.480819","950125401.3204","1268372838.45355","1139243979.60425","1539345500.96885","1284630975.82682","",
"Malaysia","MYS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141602986005.871","161484902705.436","176545189704.519","199222448138.817","158058040691.539","199295324274.898","228632191647.823","227663869030.337","",
"North America","NAC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1283020485105.51","1440765448951.72","1595648230951.56","1769075145134.94","1392972679400.75","1681559747589.91","1957954786037.94","2024802655571.65","",
"Namibia","NAM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2069914382.07514","2646640097.49408","2922134180.2462","3140432824.15607","3146312760.84035","4025651694.59495","4373034941.0108","","",
"New Caledonia","NCL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1089617352.55549","1343606489.83882","2122423176.53309","1232756825.74657","972265053.237669","1440084799.51882","1707636331.11252","","",
"Niger","NER","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477551115.492501","507951852.823679","662524530.25373","912157673.291453","996854439.055148","1151016451.7428","","","",
"Nigeria","NGA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55201459679.098","56934944656.0435","66039563855.9962","85771996564.9566","56167403677.8106","77883086093.6943","96368878283.0487","95676624747.7922","",
"Nicaragua","NIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880430000","1498600000","1760800000","2153000000","2104300000","2744100000","3666200000","4145700000","",
"Netherlands","NLD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334389242447.237","379716992107.797","456218373432.724","511555186497.174","406982681212.39","469164441786.552","544175303431.515","533189000933.06","",
"High income: nonOECD","NOC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1491235068758.25","1737766499362.03","1938153780252.86","2332136552822.57","1713952424579.01","2202379855171.12","2742097719391.47","2853230770653.52","",
"Norway","NOR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103384075404.363","121656714375.378","135860178859.623","171687996444.414","116811286784.772","129118941366.302","164764189138.286","165999121146.627","",
"Nepal","NPL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902880578.60841","848777042.669612","924931908.987545","986573075.616333","837371648.235177","901807787.383533","998970081.214535","1004284872.48392","",
"New Zealand","NZL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22005599645.2167","22578757060.9558","27290043199.4337","31195863240.6822","25333442976.7669","31907560079.4692","38381634348.4443","37866502310.1278","",
"High income: OECD","OEC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6278159805057.72","7118448845561.89","8172399478299.4","9116834095481.37","7102387547839.97","8359866184149.02","9777375876571.61","9587876945905.58","",
"OECD members","OED","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6629947786056.93","7532731775800.79","8649675945396.6","9652784752482.64","7519911081559.67","8868176590331.67","10369647952950.5","10212802090931.2","",
"Oman","OMN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18691807542.2626","21586475942.7827","24691807542.2626","37719115734.7203","27651495448.6346","36600780234.0701","47092327698.3095","52137841352.4057","",
"Other small states","OSS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25271486819.2844","27554523866.7688","29538728376.7925","29856721452.7802","24957113138.3061","30884213282.8628","","","",
"Pakistan","PAK","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15438000000","17064000000","18224400000","21223500000","18357000000","21482000000","26308262880","24705670000","",
"Panama","PAN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7388600000","8464600000","9359000000","10339900000","12071000000","12686900000","16925700000","18877800000","",
"Peru","PER","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17365592657.6249","23829967431.2863","28093427370.4378","31018398880.3368","26961518360.8815","35564829779.3886","46268497928.8622","45639454831.0062","",
"Philippines","PHL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26046000000","32414000000","34089000000","35169000000","29781000000","37555000000","38276000000","46284000000","",
"Palau","PLW","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3317622999.2162","4204322878.53521","4747810471.79712","5805513770.2285","4391894916.53792","5744689262.19517","","","",
"Poland","POL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96385000000","117451000000","145383000000","178475000000","142081000000","165721000000","195209000000","190830000000","",
"Puerto Rico","PRI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38643032330.9021","44938987505.3084","52939977406.0488","57762361233.2506","44450621916.7929","49669231053.1533","60005789679.7416","58126408802.1384","",
"Paraguay","PRY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4827685701.13899","5949914687.3323","7297377181","9651041157.79866","7692979672.3844","10366618121.357","12520407391.9","11903863433.6","",
"Pacific island small states","PSS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810092144.576415","788066226.633992","916006296.399613","1148446206.18048","857416963.952314","1149384532.87873","","","",
"French Polynesia","PYF","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204014362.221507","197983749.549228","235264009.346958","194566308.30353","145948093.175001","153547675.115588","163232314.768092","","",
"Qatar","QAT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114298571428.571","132967857142.856","",
"Romania","ROU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14484390000","17845280000","30098000000","40037000000","33707000000","43367000000","55808000000","51291000000","",
"Russian Federation","RUS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240024000000","297481500000","346530500000","466298000000","297154600000","392674200000","515409100000","528005400000","",
"Rwanda","RWA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124977456.064403","147382999.802495","176773693.749619","264815934.677039","234968868.780631","297277388.043308","464239136.130788","590746756.188958","",
"South Asia","SAS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134958637327.649","160907308413.719","193814213870.268","246323750200.415","210503782779.317","282546787617.822","371913685864.935","360477933139.172","",
"Saudi Arabia","SAU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180712287334.593","211305420560.747","233310794976.397","313480533333.333","192307200000","251142666674.933","364735466666.666","388369600000","",
"Sudan","SDN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4824279734","5656560000","8879240000","11670500000","8257110000","11404280000","9655680000","3367661000","",
"Senegal","SEN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1592945491.41117","1599806507.3799","1681508148.02791","2208361754.84723","2096869433.49643","2153247482.82132","","","",
