"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Korea, Rep.","KOR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1040","745","747","742","790","695","695","695",
"Kosovo","KSV","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2330","2280","2280","1810","1810",
"Kuwait","KWT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935","935","935","1152","1217","1217","1242","1242","1250",
"Latin America & Caribbean (developing only)","LAC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378.04","1379.4","1338.36","1505.84","1518.24","1520.48","1584.68","1626.6","1682.2",
"Lao PDR","LAO","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1690","1690","1930","2040","2040","2040","2035","2125","1910",
"Lebanon","LBN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","752","752","810","1073","1203","1200","1250","1365","1365",
"Liberia","LBR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1152","1152","1332","1332","1332","1320","1320","1320",
"Libya","LBY","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2255","2255",
"St. Lucia","LCA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450","2450","2150","2200","2200","2300","2300","2230","2260",
"Latin America & Caribbean (all income levels)","LCN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390.09677419355","1391.1935483871","1341.5","1485.65625","1495.34375","1501.78125","1557.93939393939","1602.72727272727","1653.18181818182",
"Least developed countries: UN classification","LDC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1928.27272727273","1936.42222222222","1937.17777777778","2099.75555555556","2127.73333333333","2218.17777777778","2229.42222222222","2382.78723404255","2486.6170212766",
"Low income","LIC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2292.22580645161","2282","2295","2548.78125","2621.3125","2730.28125","2750.46875","3124.26470588235","3313.85294117647",
"Liechtenstein","LIE","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639","639","694","745","745","745","745","775","775",
"Lower middle income","LMC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421.8085106383","1413.82978723404","1341.42553191489","1489.1914893617","1519.75","1616.83333333333","1655.02083333333","1671.64583333333","1712.22916666667",
"Low & middle income","LMY","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1611.22047244094","1605.15503875969","1574.98449612403","1761.23255813953","1792.10769230769","1856.97692307692","1895.99230769231","2030.73684210526","2103.81954887218",
"Lesotho","LSO","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210","1210","1210","1715","1715","1610","1665","1945","1945",
"Lithuania","LTU","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980","980","980","980","980","980","980","980","800",
"Luxembourg","LUX","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1250","1420","1420","1420","1420","1420","1420",
"Latvia","LVA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916","916","751","801","801","801","801","801","801",
"Macao SAR, China","MAC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","1500","800","1000","1000","1000","950","950","970",
"Monaco","MCO","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1740","1740","2090","2090","2090","1870","1870","1870",
"Madagascar","MDG","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1282","1282","1282","1660","1660","1555","1555","1555","1555",
"Maldives","MDV","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","1200","1200","1348","1348","1526","1526","1526","1610",
"Middle East & North Africa (all income levels)","MEA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148.23529411765","1151.05882352941","1066.68421052632","1189.78947368421","1226.57894736842","1210.63157894737","1216.15","1288","1321.7619047619",
"Mexico","MEX","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1761","1761","1761","2050","2050","1880","1780","1780","1740",
"Marshall Islands","MHL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","900","900","900","720","720","720","720","720",
"Middle income","MIC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1391.3125","1381.86597938144","1337.45360824742","1501.42268041237","1521.34693877551","1571.81632653061","1616.97959183673","1655.18181818182","1688.25252525253",
"Macedonia, FYR","MKD","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","1130","1130","1325","1420","1380","1380","1380","1380",
"Mali","MLI","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740","2740","2740","2962","3015","3127","3127","3127","4405",
"Malta","MLT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","970","970",
"Myanmar","MMR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","660",
"Middle East & North Africa (developing only)","MNA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378.5","1382.5","1277.5","1429.08333333333","1449.25","1423.91666666667","1442.25","1532.23076923077","1570.76923076923",
"Montenegro","MNE","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865","865","995","995","995","985","985","985",
"Mongolia","MNG","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2274","2274","2274","2274","2274","2274","2400","2710","2950",
"Northern Mariana Islands","MNP","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185","1185","1185","1475","1475","1475","1545","1545","1600",
"Mauritania","MRT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1363","1363","1363","1523","1523","1523","1523","1523","1523",
"Mauritius","MUS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","683","683","673","677","689","689","689","695","710",
"Malawi","MWI","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","2500","2500","2550","2570","2570","2570","2870","2870",
"Malaysia","MYS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385","385","385","450","450","450","435","420","485",
"North America","NAC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1292.5","1292.5","1292.5","1515","1487.5","1487.5","1487.5","1487.5","1497.5",
"Namibia","NAM","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550","1550","1550","1813","1813","1813","1905","1905","1905",
"New Caledonia","NCL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2946","2946","2946","3333","3333","3333","3333","3499","4500",
"Nigeria","NGA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1460","1047","1047","1306","1440","1440","1440","1540","1695",
"Nicaragua","NIC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020","1054","1054","1420","1420","1220","1220","1245","1245",
"Netherlands","NLD","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005","1005","1005","1020","942","942","975","975","975",
"High income: nonOECD","NOC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1083","1061.16666666667","1034.38095238095","1103.04545454545","1119.86363636364","1143.31818181818","1170","1222.76","1237.32",
"Norway","NOR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488","488","488","929","929","929","929","1100","1100",
"Nepal","NPL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1725","1725","1725","1900","1825","2095","2095","2095","2400",
"New Zealand","NZL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","800","800","850","850","825","825","825","825",
"High income: OECD","OEC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.5","981.451612903226","971.935483870968","1081.54838709677","1092.87096774194","1080.45161290323","1084.61290322581","1088.25806451613","1090.1935483871",
"OECD members","OED","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","994.424242424242","1001.94117647059","995.558823529412","1109.44117647059","1119.02941176471","1102.70588235294","1103.55882352941","1105.76470588235","1106.35294117647",
"Oman","OMN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417","417","417","630","630","660","680","680","680",
"Other small states","OSS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286.70588235294","1263.27777777778","1244.38888888889","1424.94444444444","1440.16666666667","1468.88888888889","1469.16666666667","1483.38888888889","1502.94444444444",
"Pakistan","PAK","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317","648","648","680","680","680","705","705","725",
"Panama","PAN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","850","850","879","879","915","965","965","965",
"Peru","PER","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670","670","670","895","895","880","880","880","1010",
"Philippines","PHL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","800","800","819","819","730","730","660","660",
"Palau","PLW","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","1010","760","782","782","672","680","680","680",
"Papua New Guinea","PNG","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048","1048","1048","1128","1128","1128","1128","1250","1250",
"Poland","POL","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834","834","834","884","884","884","1000","1025","1025",
"Puerto Rico","PRI","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225","1225","1225","1250","1250","1250","1300","1350","1350",
"Korea, Dem. Rep.","PRK","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894","894","894","899","899","899","899","899","925",
"Paraguay","PRY","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1400","1400","1700","1750","1750","1750","1750","2275",
"Pacific island small states","PSS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120.88888888889","1120.88888888889","931.777777777778","801.777777777778","791","786.888888888889","830.555555555556","804.444444444444","818.333333333333",
"French Polynesia","PYF","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960","960","960","960","1033","1033","1033",
"Romania","ROU","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","1075","1075","1175","1175","1175","1495","1495","1495",
"Russian Federation","RUS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1685","1685","1685","2165","2165","2545","2495","2780","2810",
"Rwanda","RWA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000","4000","4890","4990","4990","4990","4990","4990","4990",
"South Asia","SAS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1296.5","1337.875","1285.625","1430.375","1471","1723.875","1740.75","1736.375","1967.5",
"Saudi Arabia","SAU","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","604","604","758","678","928","936","936","1054","1229",
"Sudan","SDN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","1970","2300","2900","2900","2900","2900","2900","2900",
"Senegal","SEN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1720","1720","1720","1920","1940","1940","1740","1740","1740",
"Singapore","SGP","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367","367","367","439","439","439","439","439","440",
"Solomon Islands","SLB","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1238","1238","986","942","985","985","985","785","785",
"Sierra Leone","SLE","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1022","1022","1022","1315","1419","1419","1419","1560","1575",
"El Salvador","SLV","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540","540","540","820","820","845","845","980","970",
"San Marino","SMR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890","1890",
"Somalia","SOM","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1540","1540","1540","1659","1659","1659","1709","1760","1760",
"Sub-Saharan Africa (developing only)","SSA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004.38636363636","1993.53333333333","2015.26666666667","2302.37777777778","2362.84444444444","2511.04444444444","2522.57777777778","2727.54347826087","2818.86956521739",
"South Sudan","SSD","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9285","9285",
"Sub-Saharan Africa (all income levels)","SSF","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1996.08888888889","1985.65217391304","2006.91304347826","2287.95652173913","2347.10869565217","2492.08695652174","2503.36956521739","2703.55319148936","2792.93617021277",
"Small states","SST","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1370.24324324324","1356.94736842105","1260.10256410256","1340.33333333333","1344.87179487179","1356.53846153846","1377.825","1388.275","1407.825",
"Sao Tome and Principe","STP","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577","577","577","577","577","577","577","577","577",
"Suriname","SUR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815","815","815","885","885","945","1065","1165","1165",
"Slovak Republic","SVK","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1050","1050","1445","1445","1505","1540","1540","1480",
"Slovenia","SVN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1019","1019","1019","1130","1130","765","765","830","830",
"Sweden","SWE","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619","619","619","735","735","735","735","735","735",
"Swaziland","SWZ","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1820","1820","1820","2249","2249","1849","2030","2085","2145",
"Sint Maarten (Dutch part)","SXM","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","876","876","876","876","876","876","876","876","675",
"Syrian Arab Republic","SYR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822","1760","1760","1625","1625","1625","1625","1625","2075",
"Turks and Caicos Islands","TCA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5715","5715","5715","6215","6345","8525","8525","8525","9025",
"Togo","TGO","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","841","1040","1040","1109","1109","1109","1109","1109","1190",
"Thailand","THA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042","1042","786","795","795","795","750","750","760",
"Tajikistan","TJK","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","4500","4500","4550","4550","4550","4550","9800","10250",
"Turkmenistan","TKM","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735","735","735","755","755","755","755","755","755",
"Tonga","TON","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620","620","370","475","475","475","525","490","490",
"Trinidad and Tobago","TTO","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","1100","1100","1100","1100","1250","1260","1260","1260",
"Tunisia","TUN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","600","810","858","858","858","858","858","860",
"Turkey","TUR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935","935","1013","1063","1063","1063","1063","1235","1235",
"Tuvalu","TUV","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917","1425","1425","1475","1475","1475","1430","1565","1615",
"Uganda","UGA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2945","2945","2990","3290","3390","2940","3015","3215","3375",
"Ukraine","UKR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695","1695","1695","1880","1880","1880","2455","2455","2505",
"Upper middle income","UMC","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1362.0612244898","1351.82","1333.72","1512.92","1522.88","1528.6","1580.46","1639.6862745098","1665.6862745098",
"Uruguay","URY","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180","1180","1180","1330","1330","1330","1330","1440","1440",
"United States","USA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1160","1160","1245","1315","1315","1315","1315","1315",
"Uzbekistan","UZB","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4050","4050","4050","4600","4600","4650","4650","4750","5235",
"St. Vincent and the Grenadines","VCT","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1605","1605","1455","1455","1455","1455","1455","1425","1425",
"Venezuela, RB","VEN","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","900","2400","2868","2868","2868","2868","2868","3695",
"Virgin Islands (U.S.)","VIR","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586","586","586","606","645","645","670","600","600",
