"Data Source","World Development Indicators",

"Lebanon","LBN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","969","969","1027","872","1002","1000","1050","1080","1080",
"Liberia","LBR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1032","1032","1232","1232","1232","1220","1220","1220",
"Libya","LBY","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1140","1140",
"St. Lucia","LCA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055","1055","755","805","805","905","905","905","935",
"Latin America & Caribbean (all income levels)","LCN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1043.8064516129","1043.83870967742","1007.25","1135.59375","1149.03125","1149.21875","1185.90909090909","1226.57575757576","1273.87878787879",
"Least developed countries: UN classification","LDC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1577.93181818182","1583.24444444444","1571.84444444444","1714.26666666667","1747.17777777778","1797.02222222222","1811.02222222222","1888.06382978723","1955.48936170213",
"Low income","LIC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1858.35483870968","1856.28125","1864.3125","2068.3125","2132.96875","2165.28125","2199.3125","2437.79411764706","2562.44117647059",
"Liechtenstein","LIE","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522","522","535","590","590","590","590","595","595",
"Lower middle income","LMC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1211.76595744681","1200.76595744681","1143.89361702128","1280","1306.97916666667","1354.14583333333","1372.58333333333","1399.6875","1430.79166666667",
"Low & middle income","LMY","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1355.00787401575","1348.10852713178","1324.07751937984","1477.94573643411","1509.03846153846","1537.31538461538","1572.26923076923","1660.83458646617","1715.39097744361",
"Lesotho","LSO","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1188","1188","1188","1549","1549","1680","1680","1695","1695",
"Lithuania","LTU","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","820","820","870","870","870","870","825","750",
"Luxembourg","LUX","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1250","1420","1420","1420","1420","1420","1425",
"Latvia","LVA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","665","665","500","600","600","600","600","600","600",
"Macao SAR, China","MAC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577","577","477","577","577","577","577","577","595",
"Monaco","MCO","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415","1415","1415","1765","1765","1765","1545","1545","1545",
"Madagascar","MDG","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1182","1182","1182","1279","1279","1197","1197","1197","1195",
"Maldives","MDV","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","1200","1200","1348","1348","1550","1550","1550","1625",
"Middle East & North Africa (all income levels)","MEA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999.235294117647","996.882352941176","933","988.526315789474","1017.57894736842","1020.15789473684","1033.6","1066.2380952381","1103.09523809524",
"Mexico","MEX","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302","1302","1302","1472","1472","1420","1450","1450","1450",
"Marshall Islands","MHL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","875","875","875","695","695","695","695","695",
"Middle income","MIC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1192.46875","1180.46391752577","1145.85567010309","1283.18556701031","1305.30612244898","1332.26530612245","1367.52040816327","1394","1424.48484848485",
"Macedonia, FYR","MKD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","1130","1130","1315","1436","1376","1376","1376","1376",
"Mali","MLI","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752","1752","1752","2012","2075","2202","2202","2202","2440",
"Malta","MLT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","835","855","855",
"Myanmar","MMR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670","670",
"Middle East & North Africa (developing only)","MNA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1144.33333333333","1141","1059.33333333333","1134.75","1152.41666666667","1162.66666666667","1182.25","1206.23076923077","1254.61538461538",
"Montenegro","MNE","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","810","940","940","940","935","985","985",
"Mongolia","MNG","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1807","1807","1807","2131","2131","2131","2265","2555","2745",
"Northern Mariana Islands","MNP","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055","1055","1055","1100","1100","1100","1100","1100","1100",
"Mauritania","MRT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480","1480","1480","1640","1640","1640","1640","1640","1640",
"Mauritius","MUS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","683","683","728","725","737","737","737","660","675",
"Malawi","MWI","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1623","1623","1623","1671","1713","1713","1675","2175","2175",
"Malaysia","MYS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432","432","432","450","450","450","450","435","450",
"North America","NAC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197.5","1197.5","1197.5","1350","1355","1355","1355","1375","1385",
"Namibia","NAM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1539","1539","1539","1686","1686","1686","1800","1800","1750",
"New Caledonia","NCL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2743","2743","2743","3343","3343","3343","3343","3474","4475",
"Nigeria","NGA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","798","1026","1026","1179","1263","1263","1263","1380","1380",
"Nicaragua","NIC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020","1021","1021","1300","1340","1140","1140","1140","1140",
"Netherlands","NLD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","910","910","925","925","925","925","925","925",
"High income: nonOECD","NOC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","853.470588235294","840.222222222222","829.714285714286","898.5","912.272727272727","919.909090909091","931.041666666667","996.36","1003.12",
"Norway","NOR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","668","668","668","1055","1055","1055","1055","1225","1225",
"Nepal","NPL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","1600","1600","1764","1764","1960","1960","1975","2295",
"New Zealand","NZL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","725","725","725","868","868","855","855","870","870",
"High income: OECD","OEC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902.066666666667","913.290322580645","913.451612903226","1035.83870967742","1053.1935483871","1043.83870967742","1047.90322580645","1056.32258064516","1069.67741935484",
"OECD members","OED","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910.666666666667","920.647058823529","925.264705882353","1045.97058823529","1062.52941176471","1052.47058823529","1057.05882352941","1060.91176470588","1073.08823529412",
"Oman","OMN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","624","624","624","780","780","725","745","745","745",
"Other small states","OSS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1204.94117647059","1183","1167.16666666667","1305.77777777778","1322.22222222222","1384.61111111111","1400.61111111111","1407.22222222222","1411.55555555556",
"Pakistan","PAK","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","996","515","515","611","611","611","660","660","660",
"Panama","PAN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","450","450","529","529","565","615","615","625",
"Peru","PER","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575","575","575","860","860","860","860","890","890",
"Philippines","PHL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","755","755","755","771","771","630","630","585","585",
"Palau","PLW","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1060","1060","810","820","840","720","720","720","720",
"Papua New Guinea","PNG","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984","984","984","1064","1064","1064","1064","1149","1149",
"Poland","POL","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834","834","834","884","884","884","1050","1050","1050",
"Puerto Rico","PRI","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225","1225","1225","1250","1250","1250","1300","1300","1300",
"Korea, Dem. Rep.","PRK","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","625","625","730","730","730","730","730","780",
"Paraguay","PRY","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1220","1220","1415","1440","1440","1440","1440","1850",
"Pacific island small states","PSS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1061.55555555556","1061.55555555556","874.888888888889","790.777777777778","778.777777777778","773","810","812.222222222222","827.222222222222",
"French Polynesia","PYF","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735","735","735","735","860","885","885",
"Romania","ROU","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1075","1075","1275","1275","1275","1485","1485","1485",
"Russian Federation","RUS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","1600","1600","2080","2080","2460","2410","2595","2615",
"Rwanda","RWA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3840","3840","2975","3275","3275","3275","3275","3245","3245",
"South Asia","SAS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1176.75","1116.625","1105.5","1256.625","1300.375","1557.625","1574.375","1587.5","1786.875",
"Saudi Arabia","SAU","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674","674","894","567","717","765","765","935","1055",
"Sudan","SDN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","1870","1700","2050","2050","2050","2050","2050","2050",
"Senegal","SEN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958","958","958","1208","1228","1228","1228","1228","1225",
"Singapore","SGP","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416","416","416","456","456","456","456","456","460",
"Solomon Islands","SLB","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1056","1056","826","781","793","793","800","840","840",
"Sierra Leone","SLE","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1082","1082","1082","1248","1373","1373","1373","1185","1185",
"El Salvador","SLV","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540","540","540","880","880","845","845","980","980",
"San Marino","SMR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900",
"Somalia","SOM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240","1240","1240","1398","1398","1398","1433","1455","1455",
"Sub-Saharan Africa (developing only)","SSA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1627.93181818182","1636.95555555556","1651.24444444444","1871.75555555556","1926.04444444444","1960.62222222222","1973.24444444444","2071.10869565217","2124.0652173913",
"South Sudan","SSD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5335","5335",
"Sub-Saharan Africa (all income levels)","SSF","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1622.93333333333","1631.86956521739","1645.84782608696","1861.73913043478","1914.84782608696","1948.67391304348","1961.02173913043","2056.6170212766","2108.44680851064",
"Small states","SST","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1113.81081081081","1105.81578947368","1012.30769230769","1083.53846153846","1088.35897435897","1108.4358974359","1120.175","1138.95","1145.775",
"Sao Tome and Principe","STP","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","690","690","690","690","690","690","690","690",
"Suriname","SUR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905","905","905","975","975","995","995","1000","1000",
"Slovak Republic","SVK","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015","1015","1015","1445","1445","1530","1560","1560","1500",
"Slovenia","SVN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","971","971","971","1075","1075","710","710","745","745",
"Sweden","SWE","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581","581","581","717","717","717","717","725","725",
"Swaziland","SWZ","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1798","1798","1798","2184","2184","1754","1855","1880","1880",
"Sint Maarten (Dutch part)","SXM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","876","876","876","876","876","876","876","876","705",
"Syrian Arab Republic","SYR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1300","1300","1190","1190","1190","1190","1190","1740",
"Turks and Caicos Islands","TCA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4867","4867","4867","5367","5497","5902","5902","5902","6615",
"Togo","TGO","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463","872","872","940","940","940","940","940","1015",
"Thailand","THA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848","848","615","625","625","625","625","585","595",
"Tajikistan","TJK","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200","3200","3200","3350","3350","3350","3850","8450","8650",
"Turkmenistan","TKM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730","730","730","750","750","750","750","750","750",
"Tonga","TON","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545","545","295","400","400","400","525","505","505",
"Trinidad and Tobago","TTO","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","693","693","693","866","866","808","843","843","843",
"Tunisia","TUN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","760","530","723","773","773","773","773","775",
"Turkey","TUR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","713","713","865","940","990","990","990","990","990",
"Tuvalu","TUV","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822","1212","1212","1262","1262","1262","1255","1040","1090",
"Uganda","UGA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1050","2940","3090","3190","2780","2880","3050","2800",
"Ukraine","UKR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1375","1375","1375","1560","1560","1560","1865","1865","1930",
"Upper middle income","UMC","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1173.95918367347","1161.38","1147.7","1286.18","1303.7","1311.26","1362.66","1388.64705882353","1418.54901960784",
"Uruguay","URY","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","925","925","925","1100","1100","1100","1100","1125","1125",
"United States","USA","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960","960","960","990","1050","1050","1050","1090","1090",
"Uzbekistan","UZB","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3685","3685","3685","4235","4235","4285","4285","4585","4785",
"St. Vincent and the Grenadines","VCT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935","935","585","585","585","585","585","585","585",
"Venezuela, RB","VEN","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525","525","2400","2590","2590","2590","2590","2590","3490",
"Virgin Islands (U.S.)","VIR","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468","468","468","533","555","555","580","610","610",
"Vanuatu","VUT","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1840","1840","1590","1272","1272","1340","1490","1490","1490",
"West Bank and Gaza","PSE","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830","830","830","835","835","1310","1310","1310","1360",
"World","WLD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1227.91379310345","1221.02247191011","1196.39226519337","1332.5989010989","1360.07650273224","1379.49726775956","1401.21621621622","1473.78835978836","1515.26455026455",
"Samoa","WSM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","800","600","490","490","490","490","490","490",
"Yemen, Rep.","YEM","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","890","890","890","890","890","890","890","995","995",
"South Africa","ZAF","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1087","1087","1087","1445","1531","1531","1531","1620","1705",
"Congo, Dem. Rep.","COD","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2597","2597","2597","2897","2897","3055","3055","3155","3155",
"Zambia","ZMB","Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2098","2098","2098","2664","2664","2664","2678","2765","2765",
