Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Korea, Rep.",KOR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89873E+11,3.36495E+11,3.89569E+11,4.34652E+11,3.5819E+11,4.61445E+11,5.51765E+11,5.52709E+11,
Kosovo,KSV,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79624556.11,123594882.5,181550934.4,175671052.1,243012332.1,394921608.6,441239958.2,362073110.1,
Kuwait,KWT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45302739726,56453281105,62526133847,86943577755,54422928658,67130418935,1.02946E+11,1.19275E+11,
Lao PDR,LAO,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553078978.1,882027566.5,922692491.1,1091908594,1052675939,1746404988,1853978326,2270674373,
Lebanon,LBN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360965475,2813853868,3574280000,4453620000,4187106636,4688709891,5385530519,5615335711,
Liberia,LBR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132262819.6,154635563.1,196199317.2,248964160.8,179972167.6,241210181.5,645658563.8,,
Libya,LBY,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28849000000,37473000000,46929000000,61950100000,37055000000,48935000000,19060000000,61026100000,
St. Lucia,LCA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88766251.85,96641362.22,101212971.9,172468942.2,191317649.6,238888159.6,191485185.2,190092579.3,
Low income,LIC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42495593028,51221030234,57735676556,70308849597,66135937402,79501611663,96849513866,1.04966E+11,
Liechtenstein,LIE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346727000,6882600000,7639900000,8110600000,7084500000,8625820000,10558820000,9773529592,
Lesotho,LSO,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634295930.4,718187833.6,829703233.3,884045830.4,734145630,877656595.6,1174791344,972355680.3,
Lithuania,LTU,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10900800992,13147828039,15783460552,22462117279,15418832488,19678429600,27029042069,28770777234,
Luxembourg,LUX,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14515434048,16343474401,18156001629,20780267931,14874130428,16100226981,18933625891,15885580106,
Latvia,LVA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762700000,5565900000,7683900000,9025300000,6987000000,8776500000,11498800000,12346000000,
"Macao SAR, China",MAC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474495093,2557202875,2542426755,2092986278,1086242764,1040210900,1110685035,1383775192,
St. Martin (French part),MAF,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328056004,8038370872,9884669615,15252247954,9166096929,12309393306,15945764696,16992006045,
Monaco,MCO,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886100000,786950000,1026000000,1179730000,929820000,1175010000,1748960000,1697300000,
Madagascar,MDG,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351904197.5,,,,,,,,
Maldives,MDV,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161637204.4,225246511.3,226956110.4,331382361.1,169042040.1,197500739.1,346378682.1,329750868.2,
Mexico,MEX,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14633E+11,2.50319E+11,2.72293E+11,2.91886E+11,2.29975E+11,2.9886E+11,3.49946E+11,3.71378E+11,
Marshall Islands,MHL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37377E+12,2.87151E+12,3.47525E+12,4.22343E+12,3.33552E+12,4.29222E+12,5.27691E+12,5.54434E+12,
"Macedonia, FYR",MKD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406720901,1787983710,2558722054,2996390236,1891910613,2618681150,3339321420,2960412320,
Mali,MLI,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100868380,1550239687,1555695131,2095667678,1772228496,2052594721,,,
Malta,MLT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544485398,3227468598,3657385270,3651218556,2814888809,3365488177,3970675361,4094339307,
Myanmar,MMR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502320472,4221698958,5402494812,5905367870,5903449906,7334734735,7699035580,,
Montenegro,MNE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648445440.1,623054200.1,383451618.3,449068854.1,653931219.7,498566038,
Mongolia,MNG,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068620000,1545200000,1950708800,2508571326,1880866791,2907879727,4816419599,4381480679,
Northern Mariana Islands,MNP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745256187,2381131626,2412120000,2653259648,2147183335,2333250120,3118274487,3855505246,
Mauritania,MRT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138353971,2328840081,2237898295,2383940827,1938533433,2261494861,2564999784,2672847313,
Malawi,MWI,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541369662.9,721024779.1,803226246.5,950125401.3,1268372838,1139243980,1539345501,1284630976,
Malaysia,MYS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41603E+11,1.61485E+11,1.76545E+11,1.99222E+11,1.58058E+11,1.99295E+11,2.28632E+11,2.27664E+11,
Namibia,NAM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069914382,2646640097,2922134180,3140432824,3146312761,4025651695,4373034941,,
New Caledonia,NCL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089617353,1343606490,2122423177,1232756826,972265053.2,1440084800,1707636331,,
Niger,NER,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477551115.5,507951852.8,662524530.3,912157673.3,996854439.1,1151016452,,,
Nigeria,NGA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55201459679,56934944656,66039563856,85771996565,56167403678,77883086094,96368878283,95676624748,
Nicaragua,NIC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880430000,1498600000,1760800000,2153000000,2104300000,2744100000,3666200000,4145700000,
Netherlands,NLD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34389E+11,3.79717E+11,4.56218E+11,5.11555E+11,4.06983E+11,4.69164E+11,5.44175E+11,5.33189E+11,
Norway,NOR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03384E+11,1.21657E+11,1.3586E+11,1.71688E+11,1.16811E+11,1.29119E+11,1.64764E+11,1.65999E+11,
Nepal,NPL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902880578.6,848777042.7,924931909,986573075.6,837371648.2,901807787.4,998970081.2,1004284872,
New Zealand,NZL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22005599645,22578757061,27290043199,31195863241,25333442977,31907560079,38381634348,37866502310,
Oman,OMN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18691807542,21586475943,24691807542,37719115735,27651495449,36600780234,47092327698,52137841352,
Pakistan,PAK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15438000000,17064000000,18224400000,21223500000,18357000000,21482000000,26308262880,24705670000,
Panama,PAN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7388600000,8464600000,9359000000,10339900000,12071000000,12686900000,16925700000,18877800000,
Peru,PER,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17365592658,23829967431,28093427370,31018398880,26961518361,35564829779,46268497929,45639454831,
Philippines,PHL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26046000000,32414000000,34089000000,35169000000,29781000000,37555000000,38276000000,46284000000,
Palau,PLW,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317622999,4204322879,4747810472,5805513770,4391894917,5744689262,,,
Poland,POL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96385000000,1.17451E+11,1.45383E+11,1.78475E+11,1.42081E+11,1.65721E+11,1.95209E+11,1.9083E+11,
Puerto Rico,PRI,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38643032331,44938987505,52939977406,57762361233,44450621917,49669231053,60005789680,58126408802,
Paraguay,PRY,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827685701,5949914687,7297377181,9651041158,7692979672,10366618121,12520407392,11903863434,
French Polynesia,PYF,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204014362.2,197983749.5,235264009.3,194566308.3,145948093.2,153547675.1,163232314.8,,
Qatar,QAT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14299E+11,1.32968E+11,
Romania,ROU,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14484390000,17845280000,30098000000,40037000000,33707000000,43367000000,55808000000,51291000000,
Russian Federation,RUS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40024E+11,2.97482E+11,3.46531E+11,4.66298E+11,2.97155E+11,3.92674E+11,5.15409E+11,5.28005E+11,
Rwanda,RWA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124977456.1,147382999.8,176773693.7,264815934.7,234968868.8,297277388,464239136.1,590746756.2,
Saudi Arabia,SAU,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80712E+11,2.11305E+11,2.33311E+11,3.13481E+11,1.92307E+11,2.51143E+11,3.64735E+11,3.8837E+11,
Sudan,SDN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824279734,5656560000,8879240000,11670500000,8257110000,11404280000,9655680000,3367661000,
Senegal,SEN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592945491,1599806507,1681508148,2208361755,2096869433,2153247483,,,
Singapore,SGP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41838E+11,2.8089E+11,3.12414E+11,3.54533E+11,2.88546E+11,3.71013E+11,4.34182E+11,4.35783E+11,
Solomon Islands,SLB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104757514.3,114002209,164506494.6,210499083.3,164939399.5,223744453.6,418242211.4,492810082.2,
Sierra Leone,SLE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183631022.8,262494762.3,287153986,271499168.8,267652527,360172818,381523318.1,1162107662,
El Salvador,SLV,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864100000,2254700000,2793700000,3275500000,2923576030,3473156739,4242593851,4235612359,
San Marino,SMR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8719794452,10937634003,8361312369,9803636155,11748055228,11334818904,
South Sudan,SSD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6790804,7710857,6810434.162,7831400,9206153.06,10933960.77,10944716.83,12169824.65,
Suriname,SUR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211500000,1174500000,1359000000,1743500000,1401800000,2084100000,2466692794,2563607274,
Slovak Republic,SVK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31841292893,41704485499,57785097853,70240034004,55488457639,64003201572,79215860532,80751072774,
Slovenia,SVN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18074600000,21765422920,27571833207,30429173151,23218277839,25167185129,29827115983,27837151165,
Sweden,SWE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3108E+11,1.56219E+11,1.80691E+11,1.97964E+11,1.3854E+11,1.67221E+11,1.97302E+11,1.85076E+11,
Swaziland,SWZ,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601331818,1560592934,1625837499,1489153250,1564933548,1805286067,,,
Sint Maarten (Dutch part),SXM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350101876.9,419201876.5,59581141.78,49178827.26,32870097.67,33224396.32,38541092.9,36350034.85,
Syrian Arab Republic,SYR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8602000000,10244800000,11755667755,15334000000,10883491161,12272749953,,,
Turks and Caicos Islands,TCA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634089361,630352514.3,676893790.4,852601504.1,903024121.7,976154755.3,,,
Thailand,THA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09369E+11,1.27929E+11,1.5124E+11,1.75214E+11,1.50788E+11,1.916E+11,2.19119E+11,2.25832E+11,
Tajikistan,TJK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108092600,1511798900,1556876300,1574873800,1038492000,459144800,593340100,825938000,
Turkmenistan,TKM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9252764.126,6648418.165,14061182.84,14565258.16,28779893.66,25065546.89,33265504.28,
Tonga,TON,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17145376.77,8185738.624,12740555.76,12621403.93,7333897.113,,,,
Trinidad and Tobago,TTO,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9981746810,14064622194,13197660781,18620728923,9203976047,11219327322,14913139161,,
Tunisia,TUN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10691262236,11738021450,15191925236,19248517148,14481420451,16493433003,17876330401,17071094346,
Turkey,TUR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78509000000,93776000000,1.1538E+11,1.40906E+11,1.09729E+11,1.20991E+11,1.43497E+11,1.63313E+11,
Tuvalu,TUV,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702496236,1917618836,2226557064,3578801421,3298090284,4324280328,5097900545,5912252664,
Uganda,UGA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015857576,1187639150,1776155109,2207628743,2326561994,2163974071,2519126643,2810480877,
Ukraine,UKR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32184000000,36174000000,46168000000,63188000000,37134000000,47299000000,62383000000,64003000000,
Uruguay,URY,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774078194,4399810189,5099904953,7095469859,6391830118,8030689479,9273995645,9906593059,
United States,USA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12506E+11,1.04224E+12,1.16515E+12,1.3088E+12,1.07027E+12,1.28921E+12,1.49643E+12,1.56191E+12,
Uzbekistan,UZB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42567624.07,41158206.67,51347431.48,57183457.78,53352369.26,44997766.67,43421505.56,48664358.15,
"Venezuela, RB",VEN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55712000000,65574000000,69976000000,95017000000,57599000000,65741000000,92807000000,97336000000,
Virgin Islands (U.S.),VIR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32447000000,39826000000,48561000000,62685000000,57096000000,72237000000,96906000000,1.14573E+11,
Vanuatu,VUT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38113245.11,37694911.85,33547266.47,41879497.05,55235400.88,51268894.02,67401503.87,54716228.71,
West Bank and Gaza,PSE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410572734.6,449187636.2,621827862,665942132.4,628823031,664249467.8,846074150.6,,
Samoa,WSM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11996778.6,10345337.73,13888910.32,11255701.56,11550403.82,23136326.18,24680913.77,31174878.37,
"Yemen, Rep.",YEM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413184251,7316379309,7049510000,8976856697,5855015326,7649768151,8662151265,,
South Africa,ZAF,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56261041953,65824730142,76435300919,86118011452,66542160141,85699971786,1.02858E+11,93480474281,
"Congo, Dem. Rep.",COD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
