Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Lao PDR,LAO,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881971754.9,1060190676,1064627906,1403170719,1461082567,2060426109,2422863806,3055121168,
Lebanon,LBN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8959193225,9025040322,11463080000,15530700000,15394347263,17187759343,19304403964,20326933652,
Liberia,LBR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306380338.3,441090864.3,498488742.1,728796039.5,559000446,719067154,2068436336,,
Libya,LBY,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11174000000,13219000000,17701400000,21658300000,22002000000,24559000000,11200000000,25590000000,
St. Lucia,LCA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418122001.1,520978167,541697641.9,604820344.4,457960988.5,582991851.9,615742419.6,579329629.6,
Liechtenstein,LIE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976865600,9227610000,10166850000,12682080000,9185940000,12105855000,18241929000,17263547909,
Lesotho,LSO,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289423310,1359065729,1506166504,1531653771,1583339233,1968700900,2155353346,2238774563,
Lithuania,LTU,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13791442210,17360509118,21836708589,28938781206,17058055735,21890455768,29523514622,30222180712,
Luxembourg,LUX,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18653267611,20637504145,22974293694,27802257483,19722201025,21627985028,26394945611,23969414098,
Latvia,LVA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7986800000,10872300000,14789700000,15247200000,8979100000,10623400000,14740100000,15422200000,
"Macao SAR, China",MAC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800674068,5768056724,7180259447,7146759657,5426541643,6502028646,8894607715,10178526892,
St. Martin (French part),MAF,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16697907013,19382954316,25954017475,36650596646,28027355464,29627268453,37333056312,38876997474,
Monaco,MCO,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118800000,2434030000,3408960000,4529680000,2986680000,3491690000,4715430000,4738080000,
Madagascar,MDG,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024330682,,,,,,,,
Maldives,MDV,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655480835.4,815342078.6,1304793082,1649024113,1081709976,1241838405,1725270804,1778828932,
Mexico,MEX,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22E+11,2.57E+11,2.83E+11,3.10E+11,2.35E+11,3.02E+11,3.51E+11,3.71E+11,
Marshall Islands,MHL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642109122,3206087491,4434403312,5838842775,4313809147,4649032256,5980255744,5545000899,
Mali,MLI,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243536712,1473173781,1844457058,2730537404,1982310834,2717202578,,,
Malta,MLT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696646481,4437600922,4979028620,5489591453,4361730193,4971210960,5580146254,5441195006,
Myanmar,MMR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518350280,2069598855,2653656469,2965449534,3315339249,3857489341,7490988036,,
Montenegro,MNE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776918078,3639479788,2246617277,2128448788,2471692638,2273858913,
Mongolia,MNG,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097420000,1356690000,2003102504,3138038154,2059062461,3079892253,5806561982,5933449312,
Northern Mariana Islands,MNP,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242326659,2648841834,2811131819,3643424512,3422006065,3512426634,5367584061,7898154800,
Mauritania,MRT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935200756,3408815876,3655656548,4385993314,3503926834,4156740347,4917361939,5104249991,
Malawi,MWI,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149967388,1160665361,1385347091,1818628328,2008352529,2287819691,2628870483,2302366065,
Malaysia,MYS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09E+11,1.23E+11,1.38E+11,1.48E+11,1.17E+11,1.57E+11,1.79E+11,1.87E+11,
Namibia,NAM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326180595,2544247304,3101603072,3833255446,4396632965,4914698698,5585453987,,
New Caledonia,NCL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638894807,1932287533,2590118663,3035918339,2347068944,3032432600,3417617152,,
Niger,NER,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768510867.4,747518441.9,913921047.6,1349278492,1793228682,1962542088,,,
Nigeria,NGA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26003095441,21987971862,28291161806,39844093336,30779309379,46374032245,61652819374,53358785376,
Nicaragua,NIC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404600000,3092100000,3682900000,4458600000,3723100000,4494600000,5844000000,6441700000,
Netherlands,NLD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89E+11,3.34E+11,3.98E+11,4.54E+11,3.59E+11,4.13E+11,4.81E+11,4.72E+11,
Norway,NOR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54743343662,63580228087,78372462953,86849866100,68125601566,75038153207,92048692400,89046144999,
Nepal,NPL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276461353,2441024153,2932574156,3519343419,4265427206,5016427289,5665110900,5951124986,
New Zealand,NZL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24582571986,24573328231,29112960212,32921929211,24020252269,29529200173,35607638029,37042288028,
Oman,OMN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8028608583,9881144343,14343302991,20707152146,16051755527,17874382315,21498049415,25628088427,
Pakistan,PAK,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21683200000,26597000000,28646400000,38132000000,28536000000,32842000000,38851800000,40073814000,
Panama,PAN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8932100000,10189280000,12520700000,14866400000,14214300000,17213800000,22941500000,24613600000,
Peru,PER,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11782184510,14468113512,19257946576,28078161332,20808084071,28390271228,36263965869,40373955734,
Philippines,PHL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300000000,41425000000,44445000000,49537000000,39433000000,49883000000,55249000000,61489000000,
Palau,PLW,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525266463,1990522706,2629271740,3140156526,2870667346,3528893680,,,
Poland,POL,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99490000000,1.25E+11,1.64E+11,2.09E+11,1.50E+11,1.78E+11,2.09E+11,1.98E+11,
Puerto Rico,PRI,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61373864337,68106205071,79215946074,91620983037,69431792988,74935123356,79672499899,69696599699,
Paraguay,PRY,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682066000,4852650000,5937460000,8644400000,6603100000,9544580000,11684714000,11056144000,
French Polynesia,PYF,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592935568,1612271528,1828878067,2157238794,1671547524,1732149664,1787514483,,
Qatar,QAT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26925851648,30787179487,
Romania,ROU,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28757220000,37915580000,58401000000,71912000000,45745000000,55252000000,68358000000,62749000000,
Russian Federation,RUS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+11,1.63E+11,2.23E+11,2.89E+11,1.84E+11,2.46E+11,3.19E+11,3.36E+11,
Rwanda,RWA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363893570.3,450855103.4,582997891.9,890021235.1,999224364,1083975815,1578901719,1966995667,
Saudi Arabia,SAU,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54595369732,63914372925,82594705680,1.01E+11,87077573333,97431136000,1.20E+11,1.42E+11,
Sudan,SDN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945992800,7104688800,7722404800,8229359600,8528005200,8839397166,8127556800,8122679840,
Senegal,SEN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884445290,3192563732,4153730391,5595342995,4122864298,4082347680,,,
Singapore,SGP,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95E+11,2.30E+11,2.55E+11,3.12E+11,2.39E+11,3.05E+11,3.62E+11,3.75E+11,
Solomon Islands,SLB,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185089309.7,195681329.6,261975052.9,292884905.7,239193398.6,360330983.3,417669701.4,446107049.6,
Sierra Leone,SLE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361666544,351185597,395446394.5,471211772.1,617504602.1,880749575.2,2056029130,2020369928,
El Salvador,SLV,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5393500000,6338830000,7534000000,8388810000,6429961016,7495372547,9014786193,9175032209,
San Marino,SMR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18369178609,23455492112,15490802478,15879530060,19123744399,18270789922,
South Sudan,SSD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600342.7,59239660.63,64866164.42,92153344.13,83763855.32,96195918.52,115681146.3,115133685.1,
Suriname,SUR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189100000,902600000,1044800000,1406700000,1390700000,1397900000,1679077911,1760441459,
Slovak Republic,SVK,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34214373989,44283330953,58714599103,71170357325,54141951747,62945804698,77876537367,76102592937,
Slovenia,SVN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19322800000,22771684811,29330592495,33234607941,23611798594,26033921065,30894666487,27583490574,
Sweden,SWE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E+11,1.29E+11,1.54E+11,1.70E+11,1.20E+11,1.48E+11,1.77E+11,1.63E+11,
Swaziland,SWZ,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779914215,1806332937,1934670116,1529254200,1696123537,1953922457,,,
Sint Maarten (Dutch part),SXM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644553773.5,701765854.7,104309116.1,96943857.95,57436153.15,64719835.05,73818722.75,70714101.4,
Syrian Arab Republic,SYR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8742000000,9359000000,12276793014,16107236177,13932561664,15875729420,,,
Turks and Caicos Islands,TCA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917423746.9,949066005.6,1071976566,1307249520,1315164631,1424390011,,,
Thailand,THA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06E+11,1.14E+11,1.25E+11,1.58E+11,1.18E+11,1.62E+11,2.02E+11,2.20E+11,
Tajikistan,TJK,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430925900,1954595800,3115005500,3699037200,2770825400,2836307466,3568555720,4382699579,
Turkmenistan,TKM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100605233.9,175665399.9,310938345.6,334526964.5,306258818.7,373937414.6,672134866.8,
Tonga,TON,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114474711.6,115488106.4,134907482,163423156.8,139639550.5,,,,
Trinidad and Tobago,TTO,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5709800000,6490800000,7662300000,9551100000,6962600000,6481400000,9478305606,,
Tunisia,TUN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12594481412,14202062320,18023529718,23193680380,18117420525,21005449211,22623012537,23101922348,
Turkey,TUR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E+11,1.35E+11,1.62E+11,1.94E+11,1.34E+11,1.77E+11,2.33E+11,2.29E+11,
Tuvalu,TUV,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997570097,3864107447,4860636642,7012313968,5834146861,7165517771,9827484000,10324879903,
Uganda,UGA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745567084,2215576096,2958178296,4042765531,3835242750,4375690952,4996718344,5186739389,
Ukraine,UKR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34377000000,42220000000,57753000000,80640000000,42477000000,56896000000,80414000000,86834000000,
Uruguay,URY,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3753258700,4898461245,5645390773,8809677483,6895687745,8557692819,10705072388,12217000624,
United States,USA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70E+12,1.88E+12,1.99E+12,2.14E+12,1.58E+12,1.94E+12,2.24E+12,2.30E+12,
Uzbekistan,UZB,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212390947.4,237681811.5,287911115.6,328679184.8,293808191.1,297716849.3,292283972.2,314633805.2,
"Venezuela, RB",VEN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24002000000,33547000000,47223000000,51466000000,41165000000,38507000000,46781000000,59305000000,
Virgin Islands (U.S.),VIR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34886189000,42601559000,58999100000,75468000000,64703000000,77373000000,97356000000,1.05E+11,
Vanuatu,VUT,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131146628,147554936.4,176478580.1,317770963,187167720.1,243799272.7,260037317.1,253245944.6,
West Bank and Gaza,PSE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114276024,3245146572,3683521144,3902662021,4135702167,4318910643,5473915160,,
Samoa,WSM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187164399,218855311.8,227095515.7,248994143.4,207861103.2,279989630.8,318672633.3,308429651.3,
"Yemen, Rep.",YEM,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712889914,5926107834,7490276000,9333759722,7867833368,8700480000,8248424000,,
South Africa,ZAF,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56541729168,69982634257,81546541334,90532071554,65975153647,81823749265,1.00E+11,1.03E+11,
"Congo, Dem. Rep.",COD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160750000,2635800000,3610550000,4554250000,3413400000,4709890000,6454240000,7960788452,
Zimbabwe,ZWE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
